Type,Family,Model Name,Input Size,Accuracy
TBD,TBD,flexivit_small.1200ep_in1k,240,82.592
TBD,TBD,flexivit_small.300ep_in1k,240,82.17
TBD,TBD,flexivit_small.600ep_in1k,240,82.392
TBD,TBD,focalnet_base_lrf.ms_in1k,224,83.828
TBD,TBD,focalnet_base_srf.ms_in1k,224,83.808
TBD,TBD,focalnet_small_lrf.ms_in1k,224,83.508
TBD,TBD,focalnet_small_srf.ms_in1k,224,83.43
TBD,TBD,focalnet_tiny_lrf.ms_in1k,224,82.174
TBD,TBD,focalnet_tiny_srf.ms_in1k,224,82.144
TBD,TBD,gc_efficientnetv2_rw_t.agc_in1k,288,82.48
TBD,TBD,gc_efficientnetv2_rw_t.agc_in1k,224,81.268
TBD,TBD,gcresnet33ts.ra2_in1k,288,80.588
TBD,TBD,gcresnet33ts.ra2_in1k,256,80.078
TBD,TBD,gcresnet50t.ra2_in1k,288,81.458
TBD,TBD,gcresnet50t.ra2_in1k,256,80.95
TBD,TBD,gcresnext26ts.ch_in1k,288,78.438
TBD,TBD,gcresnext26ts.ch_in1k,256,77.816
TBD,TBD,gcresnext50ts.ch_in1k,288,81.234
TBD,TBD,gcresnext50ts.ch_in1k,256,80.608
TBD,TBD,gcvit_base.in1k,224,84.454
TBD,TBD,gcvit_small.in1k,224,83.908
TBD,TBD,gcvit_tiny.in1k,224,83.4
TBD,TBD,gcvit_xtiny.in1k,224,81.968
TBD,TBD,gcvit_xxtiny.in1k,224,79.75
TBD,TBD,gernet_l.idstcv_in1k,256,81.374
TBD,TBD,gernet_m.idstcv_in1k,224,80.726
TBD,TBD,gernet_s.idstcv_in1k,224,76.902
TBD,TBD,ghostnet_100.in1k,224,73.96
TBD,TBD,ghostnetv2_100.in1k,224,75.176
TBD,TBD,ghostnetv2_130.in1k,224,76.762
TBD,TBD,ghostnetv2_160.in1k,224,77.836
TBD,TBD,gmixer_24_224.ra3_in1k,224,78.048
TBD,TBD,gmlp_s16_224.ra3_in1k,224,79.644
TBD,TBD,halo2botnet50ts_256.a1h_in1k,256,82.084
TBD,TBD,halonet26t.a1h_in1k,256,79.134
TBD,TBD,halonet50ts.a1h_in1k,256,81.65
TBD,TBD,haloregnetz_b.ra3_in1k,224,81.052
TBD,TBD,hardcorenas_a.miil_green_in1k,224,75.926
TBD,TBD,hardcorenas_b.miil_green_in1k,224,76.552
TBD,TBD,hardcorenas_c.miil_green_in1k,224,77.094
TBD,TBD,hardcorenas_d.miil_green_in1k,224,77.45
TBD,TBD,hardcorenas_e.miil_green_in1k,224,77.79
TBD,TBD,hardcorenas_f.miil_green_in1k,224,78.108
TBD,TBD,hgnet_base.ssld_in1k,288,85.472
TBD,TBD,hgnet_base.ssld_in1k,224,84.912
TBD,TBD,hgnet_small.paddle_in1k,288,82.214
TBD,TBD,hgnet_small.paddle_in1k,224,81.426
TBD,TBD,hgnet_small.ssld_in1k,288,84.378
TBD,TBD,hgnet_small.ssld_in1k,224,83.81
TBD,TBD,hgnet_tiny.paddle_in1k,288,80.648
TBD,TBD,hgnet_tiny.paddle_in1k,224,79.888
TBD,TBD,hgnet_tiny.ssld_in1k,288,82.524
TBD,TBD,hgnet_tiny.ssld_in1k,224,81.94
TBD,TBD,hgnetv2_b0.ssld_stage1_in22k_in1k,288,78.034
TBD,TBD,hgnetv2_b0.ssld_stage1_in22k_in1k,224,76.844
TBD,TBD,hgnetv2_b0.ssld_stage2_ft_in1k,288,78.598
TBD,TBD,hgnetv2_b0.ssld_stage2_ft_in1k,224,77.342
TBD,TBD,hgnetv2_b1.ssld_stage1_in22k_in1k,288,79.048
TBD,TBD,hgnetv2_b1.ssld_stage1_in22k_in1k,224,78.078
TBD,TBD,hgnetv2_b1.ssld_stage2_ft_in1k,288,79.904
TBD,TBD,hgnetv2_b1.ssld_stage2_ft_in1k,224,78.896
TBD,TBD,hgnetv2_b2.ssld_stage1_in22k_in1k,288,81.46
TBD,TBD,hgnetv2_b2.ssld_stage1_in22k_in1k,224,80.746
TBD,TBD,hgnetv2_b2.ssld_stage2_ft_in1k,288,82.36
TBD,TBD,hgnetv2_b2.ssld_stage2_ft_in1k,224,81.566
TBD,TBD,hgnetv2_b3.ssld_stage1_in22k_in1k,288,83.114
TBD,TBD,hgnetv2_b3.ssld_stage1_in22k_in1k,224,82.61
TBD,TBD,hgnetv2_b3.ssld_stage2_ft_in1k,288,83.58
TBD,TBD,hgnetv2_b3.ssld_stage2_ft_in1k,224,82.91
TBD,TBD,hgnetv2_b4.ssld_stage1_in22k_in1k,288,83.448
TBD,TBD,hgnetv2_b4.ssld_stage1_in22k_in1k,224,82.886
TBD,TBD,hgnetv2_b4.ssld_stage2_ft_in1k,288,83.934
TBD,TBD,hgnetv2_b4.ssld_stage2_ft_in1k,224,83.694
TBD,TBD,hgnetv2_b5.ssld_stage1_in22k_in1k,288,84.924
TBD,TBD,hgnetv2_b5.ssld_stage1_in22k_in1k,224,84.456
TBD,TBD,hgnetv2_b5.ssld_stage2_ft_in1k,288,85.15
TBD,TBD,hgnetv2_b5.ssld_stage2_ft_in1k,224,84.81
TBD,TBD,hgnetv2_b6.ssld_stage1_in22k_in1k,288,86.298
TBD,TBD,hgnetv2_b6.ssld_stage1_in22k_in1k,224,86.052
TBD,TBD,hgnetv2_b6.ssld_stage2_ft_in1k,288,86.384
TBD,TBD,hgnetv2_b6.ssld_stage2_ft_in1k,224,86.206
TBD,TBD,hiera_base_224.mae_in1k_ft_in1k,224,84.526
TBD,TBD,hiera_base_plus_224.mae_in1k_ft_in1k,224,85.134
TBD,TBD,hiera_huge_224.mae_in1k_ft_in1k,224,86.834
TBD,TBD,hiera_large_224.mae_in1k_ft_in1k,224,86.044
TBD,TBD,hiera_small_224.mae_in1k_ft_in1k,224,83.886
TBD,TBD,hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k,256,84.9
TBD,TBD,hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,84.554
TBD,TBD,hiera_tiny_224.mae_in1k_ft_in1k,224,82.824
TBD,TBD,hrnet_w18.ms_aug_in1k,224,78.116
TBD,TBD,hrnet_w18.ms_in1k,224,76.76
TBD,TBD,hrnet_w18_small.gluon_in1k,224,73.932
TBD,TBD,hrnet_w18_small.ms_in1k,224,72.334
TBD,TBD,hrnet_w18_small_v2.gluon_in1k,224,78.184
TBD,TBD,hrnet_w18_small_v2.ms_in1k,224,75.098
TBD,TBD,hrnet_w18_ssld.paddle_in1k,288,82.048
TBD,TBD,hrnet_w18_ssld.paddle_in1k,224,81.132
TBD,TBD,hrnet_w30.ms_in1k,224,78.214
TBD,TBD,hrnet_w32.ms_in1k,224,78.456
TBD,TBD,hrnet_w40.ms_in1k,224,78.924
TBD,TBD,hrnet_w44.ms_in1k,224,78.882
TBD,TBD,hrnet_w48.ms_in1k,224,79.324
TBD,TBD,hrnet_w48_ssld.paddle_in1k,288,84.484
TBD,TBD,hrnet_w48_ssld.paddle_in1k,224,83.678
TBD,TBD,hrnet_w64.ms_in1k,224,79.458
TBD,TBD,inception_next_base.sail_in1k,224,84.098
TBD,TBD,inception_next_base.sail_in1k_384,384,85.2
TBD,TBD,inception_next_small.sail_in1k,224,83.584
TBD,TBD,inception_next_tiny.sail_in1k,224,82.508
TBD,TBD,inception_resnet_v2.tf_ens_adv_in1k,299,79.992
TBD,TBD,inception_resnet_v2.tf_in1k,299,80.446
TBD,TBD,inception_v3.gluon_in1k,299,78.804
TBD,TBD,inception_v3.tf_adv_in1k,299,77.596
TBD,TBD,inception_v3.tf_in1k,299,77.866
TBD,TBD,inception_v3.tv_in1k,299,77.474
TBD,TBD,inception_v4.tf_in1k,299,80.144
TBD,TBD,lambda_resnet26rpt_256.c1_in1k,256,78.954
TBD,TBD,lambda_resnet26t.c1_in1k,256,79.126
TBD,TBD,lambda_resnet50ts.a1h_in1k,256,81.186
TBD,TBD,lamhalobotnet50ts_256.a1h_in1k,256,81.548
TBD,TBD,lcnet_050.ra2_in1k,224,63.13
TBD,TBD,lcnet_075.ra2_in1k,224,68.784
TBD,TBD,lcnet_100.ra2_in1k,224,72.128
TBD,TBD,levit_128.fb_dist_in1k,224,78.486
TBD,TBD,levit_128s.fb_dist_in1k,224,76.522
TBD,TBD,levit_192.fb_dist_in1k,224,79.85
TBD,TBD,levit_256.fb_dist_in1k,224,81.506
TBD,TBD,levit_384.fb_dist_in1k,224,82.598
TBD,TBD,levit_conv_128.fb_dist_in1k,224,78.488
TBD,TBD,levit_conv_128s.fb_dist_in1k,224,76.534
TBD,TBD,levit_conv_192.fb_dist_in1k,224,79.86
TBD,TBD,levit_conv_256.fb_dist_in1k,224,81.506
TBD,TBD,levit_conv_384.fb_dist_in1k,224,82.6
TBD,TBD,maxvit_base_tf_224.in1k,224,84.87
TBD,TBD,maxvit_base_tf_384.in1k,384,86.294
TBD,TBD,maxvit_base_tf_384.in21k_ft_in1k,384,87.928
TBD,TBD,maxvit_base_tf_512.in1k,512,86.598
TBD,TBD,maxvit_base_tf_512.in21k_ft_in1k,512,88.212
TBD,TBD,maxvit_large_tf_224.in1k,224,84.934
TBD,TBD,maxvit_large_tf_384.in1k,384,86.236
TBD,TBD,maxvit_large_tf_384.in21k_ft_in1k,384,87.996
TBD,TBD,maxvit_large_tf_512.in1k,512,86.534
TBD,TBD,maxvit_large_tf_512.in21k_ft_in1k,512,88.236
TBD,TBD,maxvit_nano_rw_256.sw_in1k,256,82.942
TBD,TBD,maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,224,86.908
TBD,TBD,maxvit_rmlp_base_rw_384.sw_in12k_ft_in1k,384,87.812
TBD,TBD,maxvit_rmlp_nano_rw_256.sw_in1k,256,82.98
TBD,TBD,maxvit_rmlp_pico_rw_256.sw_in1k,256,80.55
TBD,TBD,maxvit_rmlp_small_rw_224.sw_in1k,224,84.484
TBD,TBD,maxvit_rmlp_tiny_rw_256.sw_in1k,256,84.234
TBD,TBD,maxvit_small_tf_224.in1k,224,84.456
TBD,TBD,maxvit_small_tf_384.in1k,384,85.534
TBD,TBD,maxvit_small_tf_512.in1k,512,86.104
TBD,TBD,maxvit_tiny_rw_224.sw_in1k,224,83.522
TBD,TBD,maxvit_tiny_tf_224.in1k,224,83.422
TBD,TBD,maxvit_tiny_tf_384.in1k,384,85.102
TBD,TBD,maxvit_tiny_tf_512.in1k,512,85.66
TBD,TBD,maxvit_xlarge_tf_384.in21k_ft_in1k,384,88.304
TBD,TBD,maxvit_xlarge_tf_512.in21k_ft_in1k,512,88.54
TBD,TBD,maxxvit_rmlp_nano_rw_256.sw_in1k,256,83.026
TBD,TBD,maxxvit_rmlp_small_rw_256.sw_in1k,256,84.64
TBD,TBD,maxxvitv2_nano_rw_256.sw_in1k,256,83.104
TBD,TBD,maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,224,86.638
TBD,TBD,maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,384,87.478
TBD,TBD,mixer_b16_224.goog_in21k_ft_in1k,224,76.64
TBD,TBD,mixer_b16_224.miil_in21k_ft_in1k,224,82.31
TBD,TBD,mixer_l16_224.goog_in21k_ft_in1k,224,72.09
TBD,TBD,mixnet_l.ft_in1k,224,78.97
TBD,TBD,mixnet_m.ft_in1k,224,77.274
TBD,TBD,mixnet_s.ft_in1k,224,76.002
TBD,TBD,mixnet_xl.ra_in1k,224,80.49
TBD,TBD,mnasnet_100.rmsp_in1k,224,74.662
TBD,TBD,mnasnet_small.lamb_in1k,224,66.196
TBD,TBD,mobilenet_edgetpu_v2_m,256,80.682
TBD,TBD,mobilenet_edgetpu_v2_m,224,80.118
TBD,TBD,mobilenet_edgetpu_v2_m.ra4_e3600_r224_in1k,256,80.684
TBD,TBD,mobilenet_edgetpu_v2_m.ra4_e3600_r224_in1k,224,80.13
TBD,TBD,mobilenetv1_100.ra4_e3600_r224_in1k,256,76.086
TBD,TBD,mobilenetv1_100.ra4_e3600_r224_in1k,224,75.384
TBD,TBD,mobilenetv1_100h.ra4_e3600_r224_in1k,256,76.594
TBD,TBD,mobilenetv1_100h.ra4_e3600_r224_in1k,224,75.658
TBD,TBD,mobilenetv1_125.ra4_e3600_r224_in1k,256,77.584
TBD,TBD,mobilenetv1_125.ra4_e3600_r224_in1k,224,76.928
TBD,TBD,mobilenetv2_050.lamb_in1k,224,65.93
TBD,TBD,mobilenetv2_100.ra_in1k,224,72.936
TBD,TBD,mobilenetv2_110d.ra_in1k,224,75.054
TBD,TBD,mobilenetv2_120d.ra_in1k,224,77.298
TBD,TBD,mobilenetv2_140.ra_in1k,224,76.528
TBD,TBD,mobilenetv3_large_100.miil_in21k_ft_in1k,224,77.91
TBD,TBD,mobilenetv3_large_100.ra_in1k,224,75.786
TBD,TBD,mobilenetv3_rw.rmsp_in1k,224,75.614
TBD,TBD,mobilenetv3_small_050.lamb_in1k,224,57.924
TBD,TBD,mobilenetv3_small_075.lamb_in1k,224,65.266
TBD,TBD,mobilenetv3_small_100.lamb_in1k,224,67.638
TBD,TBD,mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,480,84.78
TBD,TBD,mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,384,84.314
TBD,TBD,mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,544,84.99
TBD,TBD,mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,448,84.668
TBD,TBD,mobilenetv4_conv_aa_large.e600_r384_in1k,480,83.832
TBD,TBD,mobilenetv4_conv_aa_large.e600_r384_in1k,384,83.264
TBD,TBD,mobilenetv4_conv_blur_medium.e500_r224_in1k,256,80.152
TBD,TBD,mobilenetv4_conv_blur_medium.e500_r224_in1k,224,79.446
TBD,TBD,mobilenetv4_conv_large.e500_r256_in1k,320,82.674
TBD,TBD,mobilenetv4_conv_large.e500_r256_in1k,256,81.864
TBD,TBD,mobilenetv4_conv_large.e600_r384_in1k,448,83.418
TBD,TBD,mobilenetv4_conv_large.e600_r384_in1k,384,82.974
TBD,TBD,mobilenetv4_conv_medium.e500_r224_in1k,256,79.838
TBD,TBD,mobilenetv4_conv_medium.e500_r224_in1k,224,79.092
TBD,TBD,mobilenetv4_conv_medium.e500_r256_in1k,320,80.88
TBD,TBD,mobilenetv4_conv_medium.e500_r256_in1k,256,79.922
TBD,TBD,mobilenetv4_conv_small.e1200_r224_in1k,256,74.29
TBD,TBD,mobilenetv4_conv_small.e1200_r224_in1k,224,73.436
TBD,TBD,mobilenetv4_conv_small.e2400_r224_in1k,256,74.644
TBD,TBD,mobilenetv4_conv_small.e2400_r224_in1k,224,73.73
TBD,TBD,mobilenetv4_hybrid_large.e600_r384_in1k,448,84.274
TBD,TBD,mobilenetv4_hybrid_large.e600_r384_in1k,384,83.822
TBD,TBD,mobilenetv4_hybrid_large.ix_e600_r384_in1k,448,84.364
TBD,TBD,mobilenetv4_hybrid_large.ix_e600_r384_in1k,384,83.984
TBD,TBD,mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,320,82.99
TBD,TBD,mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,256,82.362
TBD,TBD,mobilenetv4_hybrid_medium.e500_r224_in1k,256,81.284
TBD,TBD,mobilenetv4_hybrid_medium.e500_r224_in1k,224,80.438
TBD,TBD,mobilenetv4_hybrid_medium.ix_e550_r256_in1k,320,82.496
TBD,TBD,mobilenetv4_hybrid_medium.ix_e550_r256_in1k,256,81.474
TBD,TBD,mobilenetv4_hybrid_medium.ix_e550_r384_in1k,448,83.422
TBD,TBD,mobilenetv4_hybrid_medium.ix_e550_r384_in1k,384,82.96
TBD,TBD,mobileone_s0.apple_in1k,224,71.398
TBD,TBD,mobileone_s1.apple_in1k,224,75.774
TBD,TBD,mobileone_s2.apple_in1k,224,77.504
TBD,TBD,mobileone_s3.apple_in1k,224,78.002
TBD,TBD,mobileone_s4.apple_in1k,224,79.45
TBD,TBD,mobilevit_s.cvnets_in1k,256,78.302
TBD,TBD,mobilevit_xs.cvnets_in1k,256,74.632
TBD,TBD,mobilevit_xxs.cvnets_in1k,256,68.928
TBD,TBD,mobilevitv2_050.cvnets_in1k,256,70.158
TBD,TBD,mobilevitv2_075.cvnets_in1k,256,75.604
TBD,TBD,mobilevitv2_100.cvnets_in1k,256,78.092
TBD,TBD,mobilevitv2_125.cvnets_in1k,256,79.678
TBD,TBD,mobilevitv2_150.cvnets_in1k,256,80.404
TBD,TBD,mobilevitv2_150.cvnets_in22k_ft_in1k,256,81.47
TBD,TBD,mobilevitv2_150.cvnets_in22k_ft_in1k_384,384,82.606
TBD,TBD,mobilevitv2_175.cvnets_in1k,256,80.874
TBD,TBD,mobilevitv2_175.cvnets_in22k_ft_in1k,256,81.944
TBD,TBD,mobilevitv2_175.cvnets_in22k_ft_in1k_384,384,82.928
TBD,TBD,mobilevitv2_200.cvnets_in1k,256,81.148
TBD,TBD,mobilevitv2_200.cvnets_in22k_ft_in1k,256,82.322
TBD,TBD,mobilevitv2_200.cvnets_in22k_ft_in1k_384,384,83.41
TBD,TBD,mvitv2_base.fb_in1k,224,84.438
TBD,TBD,mvitv2_large.fb_in1k,224,85.264
TBD,TBD,mvitv2_small.fb_in1k,224,83.772
TBD,TBD,mvitv2_tiny.fb_in1k,224,82.408
TBD,TBD,nasnetalarge.tf_in1k,331,82.636
TBD,TBD,nest_base_jx.goog_in1k,224,83.546
TBD,TBD,nest_small_jx.goog_in1k,224,83.122
TBD,TBD,nest_tiny_jx.goog_in1k,224,81.428
TBD,TBD,nextvit_base.bd_in1k,224,83.496
TBD,TBD,nextvit_base.bd_in1k_384,384,84.726
TBD,TBD,nextvit_base.bd_ssld_6m_in1k,224,85.182
TBD,TBD,nextvit_base.bd_ssld_6m_in1k_384,384,86.364
TBD,TBD,nextvit_large.bd_in1k,224,83.642
TBD,TBD,nextvit_large.bd_in1k_384,384,84.934
TBD,TBD,nextvit_large.bd_ssld_6m_in1k,224,85.524
TBD,TBD,nextvit_large.bd_ssld_6m_in1k_384,384,86.542
TBD,TBD,nextvit_small.bd_in1k,224,82.62
TBD,TBD,nextvit_small.bd_in1k_384,384,84.042
TBD,TBD,nextvit_small.bd_ssld_6m_in1k,224,84.856
TBD,TBD,nextvit_small.bd_ssld_6m_in1k_384,384,85.956
TBD,TBD,nf_regnet_b1.ra2_in1k,288,79.368
TBD,TBD,nf_regnet_b1.ra2_in1k,256,78.722
TBD,TBD,nf_resnet50.ra2_in1k,288,80.656
TBD,TBD,nf_resnet50.ra2_in1k,256,80.224
TBD,TBD,nfnet_l0.ra2_in1k,288,82.756
TBD,TBD,nfnet_l0.ra2_in1k,224,81.868
TBD,TBD,pit_b_224.in1k,224,82.46
TBD,TBD,pit_b_distilled_224.in1k,224,83.774
TBD,TBD,pit_s_224.in1k,224,81.126
TBD,TBD,pit_s_distilled_224.in1k,224,81.842
TBD,TBD,pit_ti_224.in1k,224,72.924
TBD,TBD,pit_ti_distilled_224.in1k,224,74.278
TBD,TBD,pit_xs_224.in1k,224,78.212
TBD,TBD,pit_xs_distilled_224.in1k,224,79.168
TBD,TBD,pnasnet5large.tf_in1k,331,82.828
TBD,TBD,poolformer_m36.sail_in1k,224,82.104
TBD,TBD,poolformer_m48.sail_in1k,224,82.462
TBD,TBD,poolformer_s12.sail_in1k,224,77.244
TBD,TBD,poolformer_s24.sail_in1k,224,80.3
TBD,TBD,poolformer_s36.sail_in1k,224,81.432
TBD,TBD,poolformerv2_m36.sail_in1k,224,82.214
TBD,TBD,poolformerv2_m48.sail_in1k,224,82.612
TBD,TBD,poolformerv2_s12.sail_in1k,224,78.008
TBD,TBD,poolformerv2_s24.sail_in1k,224,80.752
TBD,TBD,poolformerv2_s36.sail_in1k,224,81.576
TBD,TBD,pvt_v2_b0.in1k,224,70.656
TBD,TBD,pvt_v2_b1.in1k,224,78.702
TBD,TBD,pvt_v2_b2.in1k,224,82.094
TBD,TBD,pvt_v2_b2_li.in1k,224,82.202
TBD,TBD,pvt_v2_b3.in1k,224,83.118
TBD,TBD,pvt_v2_b4.in1k,224,83.712
TBD,TBD,pvt_v2_b5.in1k,224,83.768
TBD,TBD,rdnet_base.nv_in1k,224,84.368
TBD,TBD,rdnet_large.nv_in1k,224,84.794
TBD,TBD,rdnet_large.nv_in1k_ft_in1k_384,384,85.848
TBD,TBD,rdnet_small.nv_in1k,224,83.668
TBD,TBD,rdnet_tiny.nv_in1k,224,82.82
TBD,TBD,regnetv_040.ra3_in1k,288,83.2
TBD,TBD,regnetv_040.ra3_in1k,224,82.448
TBD,TBD,regnetv_064.ra3_in1k,288,83.748
TBD,TBD,regnetv_064.ra3_in1k,224,83.118
TBD,TBD,regnetx_002.pycls_in1k,224,68.76
TBD,TBD,regnetx_004.pycls_in1k,224,72.432
TBD,TBD,regnetx_004_tv.tv2_in1k,224,74.584
TBD,TBD,regnetx_006.pycls_in1k,224,73.884
TBD,TBD,regnetx_008.pycls_in1k,224,75.062
TBD,TBD,regnetx_008.tv2_in1k,224,77.288
TBD,TBD,regnetx_016.pycls_in1k,224,76.924
TBD,TBD,regnetx_016.tv2_in1k,224,79.452
TBD,TBD,regnetx_032.pycls_in1k,224,78.166
TBD,TBD,regnetx_032.tv2_in1k,224,80.926
TBD,TBD,regnetx_040.pycls_in1k,224,78.494
TBD,TBD,regnetx_064.pycls_in1k,224,79.06
TBD,TBD,regnetx_080.pycls_in1k,224,79.216
TBD,TBD,regnetx_080.tv2_in1k,224,81.56
TBD,TBD,regnetx_120.pycls_in1k,224,79.608
TBD,TBD,regnetx_160.pycls_in1k,224,79.858
TBD,TBD,regnetx_160.tv2_in1k,224,82.576
TBD,TBD,regnetx_320.pycls_in1k,224,80.262
TBD,TBD,regnetx_320.tv2_in1k,224,82.824
TBD,TBD,regnety_002.pycls_in1k,224,70.294
TBD,TBD,regnety_004.pycls_in1k,224,74.006
TBD,TBD,regnety_004.tv2_in1k,224,75.588
TBD,TBD,regnety_006.pycls_in1k,224,75.262
TBD,TBD,regnety_008.pycls_in1k,224,76.334
TBD,TBD,regnety_008_tv.tv2_in1k,224,78.656
TBD,TBD,regnety_016.pycls_in1k,224,77.908
TBD,TBD,regnety_016.tv2_in1k,224,80.696
TBD,TBD,regnety_032.pycls_in1k,224,78.896
TBD,TBD,regnety_032.ra_in1k,288,82.724
TBD,TBD,regnety_032.ra_in1k,224,81.942
TBD,TBD,regnety_032.tv2_in1k,224,81.798
TBD,TBD,regnety_040.pycls_in1k,224,79.236
TBD,TBD,regnety_040.ra3_in1k,288,83.058
TBD,TBD,regnety_040.ra3_in1k,224,82.316
TBD,TBD,regnety_064.pycls_in1k,224,79.728
TBD,TBD,regnety_064.ra3_in1k,288,83.712
TBD,TBD,regnety_064.ra3_in1k,224,83.006
TBD,TBD,regnety_080.pycls_in1k,224,79.882
TBD,TBD,regnety_080.ra3_in1k,288,83.94
TBD,TBD,regnety_080.ra3_in1k,224,83.162
TBD,TBD,regnety_080_tv.tv2_in1k,224,82.592
TBD,TBD,regnety_120.pycls_in1k,224,80.382
TBD,TBD,regnety_120.sw_in12k_ft_in1k,288,85.442
TBD,TBD,regnety_120.sw_in12k_ft_in1k,224,84.986
TBD,TBD,regnety_1280.seer_ft_in1k,384,84.426
TBD,TBD,regnety_1280.swag_ft_in1k,384,88.224
TBD,TBD,regnety_1280.swag_lc_in1k,224,85.966
TBD,TBD,regnety_160.deit_in1k,288,83.7
TBD,TBD,regnety_160.deit_in1k,224,82.994
TBD,TBD,regnety_160.lion_in12k_ft_in1k,288,86.01
TBD,TBD,regnety_160.lion_in12k_ft_in1k,224,85.602
TBD,TBD,regnety_160.pycls_in1k,224,80.284
TBD,TBD,regnety_160.sw_in12k_ft_in1k,288,86.032
TBD,TBD,regnety_160.sw_in12k_ft_in1k,224,85.594
TBD,TBD,regnety_160.swag_ft_in1k,384,86.018
TBD,TBD,regnety_160.swag_lc_in1k,224,83.808
TBD,TBD,regnety_160.tv2_in1k,224,82.646
TBD,TBD,regnety_2560.seer_ft_in1k,384,85.146
TBD,TBD,regnety_320.pycls_in1k,224,80.796
TBD,TBD,regnety_320.seer_ft_in1k,384,83.326
TBD,TBD,regnety_320.swag_ft_in1k,384,86.86
TBD,TBD,regnety_320.swag_lc_in1k,224,84.632
TBD,TBD,regnety_320.tv2_in1k,224,83.174
TBD,TBD,regnety_640.seer_ft_in1k,384,83.916
TBD,TBD,regnetz_040.ra3_in1k,320,84.256
TBD,TBD,regnetz_040.ra3_in1k,256,83.66
TBD,TBD,regnetz_040_h.ra3_in1k,320,84.51
TBD,TBD,regnetz_040_h.ra3_in1k,256,83.768
TBD,TBD,regnetz_b16.ra3_in1k,288,80.738
TBD,TBD,regnetz_b16.ra3_in1k,224,79.874
TBD,TBD,regnetz_c16.ra3_in1k,320,82.66
TBD,TBD,regnetz_c16.ra3_in1k,256,82.16
TBD,TBD,regnetz_c16_evos.ch_in1k,320,82.644
TBD,TBD,regnetz_c16_evos.ch_in1k,256,81.942
TBD,TBD,regnetz_d32.ra3_in1k,320,84.028
TBD,TBD,regnetz_d32.ra3_in1k,256,83.428
TBD,TBD,regnetz_d8.ra3_in1k,320,84.042
TBD,TBD,regnetz_d8.ra3_in1k,256,83.548
TBD,TBD,regnetz_d8_evos.ch_in1k,320,84.152
TBD,TBD,regnetz_d8_evos.ch_in1k,256,83.394
TBD,TBD,regnetz_e8.ra3_in1k,320,85.04
TBD,TBD,regnetz_e8.ra3_in1k,256,84.418
TBD,TBD,repghostnet_050.in1k,224,66.98
TBD,TBD,repghostnet_058.in1k,224,68.934
TBD,TBD,repghostnet_080.in1k,224,72.236
TBD,TBD,repghostnet_100.in1k,224,74.2
TBD,TBD,repghostnet_111.in1k,224,75.068
TBD,TBD,repghostnet_130.in1k,224,76.366
TBD,TBD,repghostnet_150.in1k,224,77.47
TBD,TBD,repghostnet_200.in1k,224,78.79
TBD,TBD,repvgg_a0.rvgg_in1k,224,72.424
TBD,TBD,repvgg_a1.rvgg_in1k,224,74.468
TBD,TBD,repvgg_a2.rvgg_in1k,224,76.492
TBD,TBD,repvgg_b0.rvgg_in1k,224,75.162
TBD,TBD,repvgg_b1.rvgg_in1k,224,78.372
TBD,TBD,repvgg_b1g4.rvgg_in1k,224,77.602
TBD,TBD,repvgg_b2.rvgg_in1k,224,78.794
TBD,TBD,repvgg_b2g4.rvgg_in1k,224,79.396
TBD,TBD,repvgg_b3.rvgg_in1k,224,80.518
TBD,TBD,repvgg_b3g4.rvgg_in1k,224,80.248
TBD,TBD,repvgg_d2se.rvgg_in1k,320,83.554
TBD,TBD,repvit_m0_9.dist_300e_in1k,224,78.654
TBD,TBD,repvit_m0_9.dist_450e_in1k,224,79.058
TBD,TBD,repvit_m1.dist_in1k,224,78.542
TBD,TBD,repvit_m1_0.dist_300e_in1k,224,80.152
TBD,TBD,repvit_m1_0.dist_450e_in1k,224,80.446
TBD,TBD,repvit_m1_1.dist_300e_in1k,224,80.826
TBD,TBD,repvit_m1_1.dist_450e_in1k,224,81.302
TBD,TBD,repvit_m1_5.dist_300e_in1k,224,82.382
TBD,TBD,repvit_m1_5.dist_450e_in1k,224,82.52
TBD,TBD,repvit_m2.dist_in1k,224,80.468
TBD,TBD,repvit_m2_3.dist_300e_in1k,224,83.524
TBD,TBD,repvit_m2_3.dist_450e_in1k,224,83.742
TBD,TBD,repvit_m3.dist_in1k,224,81.494
TBD,TBD,res2net101_26w_4s.in1k,224,79.186
TBD,TBD,res2net101d.in1k,224,81.254
TBD,TBD,res2net50_14w_8s.in1k,224,78.146
TBD,TBD,res2net50_26w_4s.in1k,224,77.986
TBD,TBD,res2net50_26w_6s.in1k,224,78.584
TBD,TBD,res2net50_26w_8s.in1k,224,78.948
