Type,Family,Model Name,Input Size,Accuracy
TBD,TBD,res2net50_48w_2s.in1k,224,77.536
TBD,TBD,res2net50d.in1k,224,80.27
TBD,TBD,res2next50.in1k,224,78.236
TBD,TBD,resmlp_12_224.fb_distilled_in1k,224,77.948
TBD,TBD,resmlp_12_224.fb_in1k,224,76.66
TBD,TBD,resmlp_24_224.fb_distilled_in1k,224,80.766
TBD,TBD,resmlp_24_224.fb_in1k,224,79.38
TBD,TBD,resmlp_36_224.fb_distilled_in1k,224,81.15
TBD,TBD,resmlp_36_224.fb_in1k,224,79.772
TBD,TBD,resmlp_big_24_224.fb_distilled_in1k,224,83.594
TBD,TBD,resmlp_big_24_224.fb_in1k,224,81.034
TBD,TBD,resmlp_big_24_224.fb_in22k_ft_in1k,224,84.388
TBD,TBD,resnest101e.in1k,256,82.916
TBD,TBD,resnest14d.gluon_in1k,224,75.516
TBD,TBD,resnest200e.in1k,320,83.872
TBD,TBD,resnest269e.in1k,416,84.54
TBD,TBD,resnest26d.gluon_in1k,224,78.476
TBD,TBD,resnest50d.in1k,224,80.958
TBD,TBD,resnest50d_1s4x24d.in1k,224,81.018
TBD,TBD,resnest50d_4s2x40d.in1k,224,81.146
TBD,TBD,resnet101.a1_in1k,288,82.322
TBD,TBD,resnet101.a1_in1k,224,81.494
TBD,TBD,resnet101.a1h_in1k,288,82.802
TBD,TBD,resnet101.a1h_in1k,224,81.95
TBD,TBD,resnet101.a2_in1k,288,82.224
TBD,TBD,resnet101.a2_in1k,224,81.344
TBD,TBD,resnet101.a3_in1k,224,79.82
TBD,TBD,resnet101.a3_in1k,160,77.928
TBD,TBD,resnet101.gluon_in1k,224,79.306
TBD,TBD,resnet101.tv_in1k,224,77.404
TBD,TBD,resnet101.tv2_in1k,224,81.906
TBD,TBD,resnet101.tv2_in1k,176,79.906
TBD,TBD,resnet101c.gluon_in1k,224,79.542
TBD,TBD,resnet101d.gluon_in1k,224,80.466
TBD,TBD,resnet101d.ra2_in1k,320,83.018
TBD,TBD,resnet101d.ra2_in1k,256,82.252
TBD,TBD,resnet101s.gluon_in1k,224,80.286
TBD,TBD,resnet10t.c3_in1k,224,68.346
TBD,TBD,resnet10t.c3_in1k,176,66.724
TBD,TBD,resnet14t.c3_in1k,224,72.242
TBD,TBD,resnet14t.c3_in1k,176,71.318
TBD,TBD,resnet152.a1_in1k,288,82.744
TBD,TBD,resnet152.a1_in1k,224,81.998
TBD,TBD,resnet152.a1h_in1k,288,83.494
TBD,TBD,resnet152.a1h_in1k,224,82.818
TBD,TBD,resnet152.a2_in1k,288,82.62
TBD,TBD,resnet152.a2_in1k,224,81.764
TBD,TBD,resnet152.a3_in1k,224,80.548
TBD,TBD,resnet152.a3_in1k,160,78.896
TBD,TBD,resnet152.gluon_in1k,224,79.712
TBD,TBD,resnet152.tv_in1k,224,78.33
TBD,TBD,resnet152.tv2_in1k,224,82.294
TBD,TBD,resnet152.tv2_in1k,176,80.212
TBD,TBD,resnet152c.gluon_in1k,224,79.906
TBD,TBD,resnet152d.gluon_in1k,224,80.476
TBD,TBD,resnet152d.ra2_in1k,320,83.684
TBD,TBD,resnet152d.ra2_in1k,256,83.156
TBD,TBD,resnet152s.gluon_in1k,224,81.048
TBD,TBD,resnet18.a1_in1k,288,73.164
TBD,TBD,resnet18.a1_in1k,224,71.488
TBD,TBD,resnet18.a2_in1k,288,72.362
TBD,TBD,resnet18.a2_in1k,224,70.634
TBD,TBD,resnet18.a3_in1k,224,68.246
TBD,TBD,resnet18.a3_in1k,160,65.664
TBD,TBD,resnet18.fb_ssl_yfcc100m_ft_in1k,224,72.636
TBD,TBD,resnet18.fb_swsl_ig1b_ft_in1k,224,73.288
TBD,TBD,resnet18.gluon_in1k,224,70.844
TBD,TBD,resnet18.tv_in1k,224,69.752
TBD,TBD,resnet18d.ra2_in1k,288,73.794
TBD,TBD,resnet18d.ra2_in1k,224,72.268
TBD,TBD,resnet200d.ra2_in1k,320,83.976
TBD,TBD,resnet200d.ra2_in1k,256,83.24
TBD,TBD,resnet26.bt_in1k,288,76.378
TBD,TBD,resnet26.bt_in1k,224,75.292
TBD,TBD,resnet26d.bt_in1k,288,77.424
TBD,TBD,resnet26d.bt_in1k,224,76.698
TBD,TBD,resnet26t.ra2_in1k,320,78.33
TBD,TBD,resnet26t.ra2_in1k,256,77.884
TBD,TBD,resnet32ts.ra2_in1k,288,79.388
TBD,TBD,resnet32ts.ra2_in1k,256,79.054
TBD,TBD,resnet33ts.ra2_in1k,288,79.708
TBD,TBD,resnet33ts.ra2_in1k,256,79.216
TBD,TBD,resnet34.a1_in1k,288,77.938
TBD,TBD,resnet34.a1_in1k,224,76.414
TBD,TBD,resnet34.a2_in1k,288,77.148
TBD,TBD,resnet34.a2_in1k,224,75.516
TBD,TBD,resnet34.a3_in1k,224,72.982
TBD,TBD,resnet34.a3_in1k,160,70.572
TBD,TBD,resnet34.bt_in1k,288,76.508
TBD,TBD,resnet34.bt_in1k,224,75.162
TBD,TBD,resnet34.gluon_in1k,224,74.574
TBD,TBD,resnet34.tv_in1k,224,73.298
TBD,TBD,resnet34d.ra2_in1k,288,78.44
TBD,TBD,resnet34d.ra2_in1k,224,77.104
TBD,TBD,resnet50.a1_in1k,288,81.24
TBD,TBD,resnet50.a1_in1k,224,80.382
TBD,TBD,resnet50.a1h_in1k,224,80.652
TBD,TBD,resnet50.a1h_in1k,176,79.26
TBD,TBD,resnet50.a2_in1k,288,80.78
TBD,TBD,resnet50.a2_in1k,224,79.828
TBD,TBD,resnet50.a3_in1k,224,78.052
TBD,TBD,resnet50.a3_in1k,160,75.994
TBD,TBD,resnet50.am_in1k,224,79.004
TBD,TBD,resnet50.b1k_in1k,288,80.706
TBD,TBD,resnet50.b1k_in1k,224,79.564
TBD,TBD,resnet50.b2k_in1k,288,80.47
TBD,TBD,resnet50.b2k_in1k,224,79.38
TBD,TBD,resnet50.bt_in1k,288,79.652
TBD,TBD,resnet50.bt_in1k,224,78.432
TBD,TBD,resnet50.c1_in1k,288,80.928
TBD,TBD,resnet50.c1_in1k,224,79.766
TBD,TBD,resnet50.c2_in1k,288,80.856
TBD,TBD,resnet50.c2_in1k,224,79.868
TBD,TBD,resnet50.d_in1k,288,81.012
TBD,TBD,resnet50.d_in1k,224,79.904
TBD,TBD,resnet50.fb_ssl_yfcc100m_ft_in1k,224,79.252
TBD,TBD,resnet50.fb_swsl_ig1b_ft_in1k,224,81.146
TBD,TBD,resnet50.gluon_in1k,224,77.58
TBD,TBD,resnet50.ra_in1k,288,79.86
TBD,TBD,resnet50.ra_in1k,224,78.814
TBD,TBD,resnet50.ram_in1k,288,79.974
TBD,TBD,resnet50.ram_in1k,224,79.032
TBD,TBD,resnet50.tv_in1k,224,76.156
TBD,TBD,resnet50.tv2_in1k,224,80.844
TBD,TBD,resnet50.tv2_in1k,176,79.432
TBD,TBD,resnet50_gn.a1h_in1k,288,81.208
TBD,TBD,resnet50_gn.a1h_in1k,224,80.066
TBD,TBD,resnet50c.gluon_in1k,224,78.016
TBD,TBD,resnet50d.a1_in1k,288,81.444
TBD,TBD,resnet50d.a1_in1k,224,80.73
TBD,TBD,resnet50d.a2_in1k,288,81.168
TBD,TBD,resnet50d.a2_in1k,224,80.268
TBD,TBD,resnet50d.a3_in1k,224,78.742
TBD,TBD,resnet50d.a3_in1k,160,77.222
TBD,TBD,resnet50d.gluon_in1k,224,79.08
TBD,TBD,resnet50d.ra2_in1k,288,81.35
TBD,TBD,resnet50d.ra2_in1k,224,80.548
TBD,TBD,resnet50d.ra4_e3600_r224_in1k,288,81.83
TBD,TBD,resnet50d.ra4_e3600_r224_in1k,224,80.956
TBD,TBD,resnet50s.gluon_in1k,224,78.71
TBD,TBD,resnet51q.ra2_in1k,288,82.356
TBD,TBD,resnet51q.ra2_in1k,256,81.778
TBD,TBD,resnet61q.ra2_in1k,288,82.524
TBD,TBD,resnet61q.ra2_in1k,256,81.966
TBD,TBD,resnetaa101d.sw_in12k_ft_in1k,288,84.102
TBD,TBD,resnetaa101d.sw_in12k_ft_in1k,224,83.544
TBD,TBD,resnetaa50.a1h_in1k,288,81.604
TBD,TBD,resnetaa50.a1h_in1k,224,80.614
TBD,TBD,resnetaa50d.sw_in12k_ft_in1k,288,82.644
TBD,TBD,resnetaa50d.sw_in12k_ft_in1k,224,81.782
TBD,TBD,resnetblur50.bt_in1k,288,80.248
TBD,TBD,resnetblur50.bt_in1k,224,79.306
TBD,TBD,resnetrs101.tf_in1k,288,82.294
TBD,TBD,resnetrs101.tf_in1k,192,80.71
TBD,TBD,resnetrs152.tf_in1k,320,83.71
TBD,TBD,resnetrs152.tf_in1k,256,82.886
TBD,TBD,resnetrs200.tf_in1k,320,84.446
TBD,TBD,resnetrs200.tf_in1k,256,83.886
TBD,TBD,resnetrs270.tf_in1k,352,84.44
TBD,TBD,resnetrs270.tf_in1k,256,83.594
TBD,TBD,resnetrs350.tf_in1k,384,84.722
TBD,TBD,resnetrs350.tf_in1k,288,84.308
TBD,TBD,resnetrs420.tf_in1k,416,85.014
TBD,TBD,resnetrs420.tf_in1k,320,84.25
TBD,TBD,resnetrs50.tf_in1k,224,79.916
TBD,TBD,resnetrs50.tf_in1k,160,77.85
TBD,TBD,resnetv2_101.a1h_in1k,288,83.002
TBD,TBD,resnetv2_101.a1h_in1k,224,82.042
TBD,TBD,resnetv2_101x1_bit.goog_in21k_ft_in1k,448,82.332
TBD,TBD,resnetv2_101x3_bit.goog_in21k_ft_in1k,448,84.43
TBD,TBD,resnetv2_152x2_bit.goog_in21k_ft_in1k,448,84.48
TBD,TBD,resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k,224,82.916
TBD,TBD,resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k_384,384,83.882
TBD,TBD,resnetv2_152x4_bit.goog_in21k_ft_in1k,480,84.924
TBD,TBD,resnetv2_50.a1h_in1k,288,81.408
TBD,TBD,resnetv2_50.a1h_in1k,224,80.406
TBD,TBD,resnetv2_50d_evos.ah_in1k,288,82
TBD,TBD,resnetv2_50d_evos.ah_in1k,224,80.828
TBD,TBD,resnetv2_50d_gn.ah_in1k,288,81.962
TBD,TBD,resnetv2_50d_gn.ah_in1k,224,80.794
TBD,TBD,resnetv2_50x1_bit.goog_distilled_in1k,224,82.82
TBD,TBD,resnetv2_50x1_bit.goog_in21k_ft_in1k,448,80.378
TBD,TBD,resnetv2_50x3_bit.goog_in21k_ft_in1k,448,83.992
TBD,TBD,resnext101_32x16d.fb_ssl_yfcc100m_ft_in1k,224,81.88
TBD,TBD,resnext101_32x16d.fb_swsl_ig1b_ft_in1k,224,83.346
TBD,TBD,resnext101_32x16d.fb_wsl_ig1b_ft_in1k,224,84.164
TBD,TBD,resnext101_32x32d.fb_wsl_ig1b_ft_in1k,224,85.098
TBD,TBD,resnext101_32x4d.fb_ssl_yfcc100m_ft_in1k,224,80.936
TBD,TBD,resnext101_32x4d.fb_swsl_ig1b_ft_in1k,224,83.268
TBD,TBD,resnext101_32x4d.gluon_in1k,224,80.336
TBD,TBD,resnext101_32x8d.fb_ssl_yfcc100m_ft_in1k,224,81.62
TBD,TBD,resnext101_32x8d.fb_swsl_ig1b_ft_in1k,224,84.282
TBD,TBD,resnext101_32x8d.fb_wsl_ig1b_ft_in1k,224,82.72
TBD,TBD,resnext101_32x8d.tv_in1k,224,79.314
TBD,TBD,resnext101_32x8d.tv2_in1k,224,82.832
TBD,TBD,resnext101_32x8d.tv2_in1k,176,81.99
TBD,TBD,resnext101_64x4d.c1_in1k,288,83.158
TBD,TBD,resnext101_64x4d.c1_in1k,224,82.446
TBD,TBD,resnext101_64x4d.gluon_in1k,224,80.64
TBD,TBD,resnext101_64x4d.tv_in1k,224,82.978
TBD,TBD,resnext26ts.ra2_in1k,288,77.182
TBD,TBD,resnext26ts.ra2_in1k,256,76.774
TBD,TBD,resnext50_32x4d.a1_in1k,288,81.484
TBD,TBD,resnext50_32x4d.a1_in1k,224,80.526
TBD,TBD,resnext50_32x4d.a1h_in1k,288,82.012
TBD,TBD,resnext50_32x4d.a1h_in1k,224,81.14
TBD,TBD,resnext50_32x4d.a2_in1k,288,81.298
TBD,TBD,resnext50_32x4d.a2_in1k,224,80.444
TBD,TBD,resnext50_32x4d.a3_in1k,224,79.252
TBD,TBD,resnext50_32x4d.a3_in1k,160,77.734
TBD,TBD,resnext50_32x4d.fb_ssl_yfcc100m_ft_in1k,224,80.316
TBD,TBD,resnext50_32x4d.fb_swsl_ig1b_ft_in1k,224,82.162
TBD,TBD,resnext50_32x4d.gluon_in1k,224,79.354
TBD,TBD,resnext50_32x4d.ra_in1k,288,80.706
TBD,TBD,resnext50_32x4d.ra_in1k,224,79.8
TBD,TBD,resnext50_32x4d.tv_in1k,224,77.632
TBD,TBD,resnext50_32x4d.tv2_in1k,224,81.176
TBD,TBD,resnext50_32x4d.tv2_in1k,176,79.374
TBD,TBD,resnext50d_32x4d.bt_in1k,288,80.68
TBD,TBD,resnext50d_32x4d.bt_in1k,224,79.672
TBD,TBD,rexnet_100.nav_in1k,224,77.846
TBD,TBD,rexnet_130.nav_in1k,224,79.49
TBD,TBD,rexnet_150.nav_in1k,224,80.31
TBD,TBD,rexnet_200.nav_in1k,224,81.64
TBD,TBD,rexnet_300.nav_in1k,224,82.78
TBD,TBD,rexnetr_200.sw_in12k_ft_in1k,288,83.17
TBD,TBD,rexnetr_200.sw_in12k_ft_in1k,224,82.608
TBD,TBD,rexnetr_300.sw_in12k_ft_in1k,288,84.586
TBD,TBD,rexnetr_300.sw_in12k_ft_in1k,224,84.036
TBD,TBD,sebotnet33ts_256.a1h_in1k,256,81.152
TBD,TBD,sehalonet33ts.ra2_in1k,256,80.972
TBD,TBD,selecsls42b.in1k,224,77.186
TBD,TBD,selecsls60.in1k,224,77.986
TBD,TBD,selecsls60b.in1k,224,78.41
TBD,TBD,semnasnet_075.rmsp_in1k,224,73.008
TBD,TBD,semnasnet_100.rmsp_in1k,224,75.464
TBD,TBD,senet154.gluon_in1k,224,81.258
TBD,TBD,sequencer2d_l.in1k,224,83.41
TBD,TBD,sequencer2d_m.in1k,224,82.838
TBD,TBD,sequencer2d_s.in1k,224,82.336
TBD,TBD,seresnet152d.ra2_in1k,320,84.354
TBD,TBD,seresnet152d.ra2_in1k,256,83.694
TBD,TBD,seresnet33ts.ra2_in1k,288,80.814
TBD,TBD,seresnet33ts.ra2_in1k,256,80.372
TBD,TBD,seresnet50.a1_in1k,288,81.104
TBD,TBD,seresnet50.a1_in1k,224,80.012
TBD,TBD,seresnet50.a2_in1k,288,81.092
TBD,TBD,seresnet50.a2_in1k,224,80.102
TBD,TBD,seresnet50.a3_in1k,224,77.036
TBD,TBD,seresnet50.a3_in1k,160,75.1
TBD,TBD,seresnet50.ra2_in1k,288,81.282
TBD,TBD,seresnet50.ra2_in1k,224,80.26
TBD,TBD,seresnext101_32x4d.gluon_in1k,224,80.886
TBD,TBD,seresnext101_32x8d.ah_in1k,288,84.194
TBD,TBD,seresnext101_32x8d.ah_in1k,224,83.618
TBD,TBD,seresnext101_64x4d.gluon_in1k,224,80.886
TBD,TBD,seresnext101d_32x8d.ah_in1k,288,84.402
TBD,TBD,seresnext101d_32x8d.ah_in1k,224,83.7
TBD,TBD,seresnext26d_32x4d.bt_in1k,288,78.826
TBD,TBD,seresnext26d_32x4d.bt_in1k,224,77.586
TBD,TBD,seresnext26t_32x4d.bt_in1k,288,78.738
TBD,TBD,seresnext26t_32x4d.bt_in1k,224,77.98
TBD,TBD,seresnext26ts.ch_in1k,288,78.292
TBD,TBD,seresnext26ts.ch_in1k,256,77.856
TBD,TBD,seresnext50_32x4d.gluon_in1k,224,79.918
TBD,TBD,seresnext50_32x4d.racm_in1k,288,82.186
TBD,TBD,seresnext50_32x4d.racm_in1k,224,81.268
TBD,TBD,seresnextaa101d_32x8d.ah_in1k,288,84.576
TBD,TBD,seresnextaa101d_32x8d.ah_in1k,224,83.9
TBD,TBD,seresnextaa101d_32x8d.sw_in12k_ft_in1k,288,86.518
TBD,TBD,seresnextaa101d_32x8d.sw_in12k_ft_in1k,224,85.956
TBD,TBD,seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,320,86.722
TBD,TBD,seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,288,86.536
TBD,TBD,seresnextaa201d_32x8d.sw_in12k_ft_in1k_384,384,87.308
TBD,TBD,skresnet18.ra_in1k,224,73.02
TBD,TBD,skresnet34.ra_in1k,224,76.956
TBD,TBD,skresnext50_32x4d.ra_in1k,224,80.166
TBD,TBD,spnasnet_100.rmsp_in1k,224,74.082
TBD,TBD,swin_base_patch4_window12_384.ms_in1k,384,84.476
TBD,TBD,swin_base_patch4_window12_384.ms_in22k_ft_in1k,384,86.438
TBD,TBD,swin_base_patch4_window7_224.ms_in1k,224,83.61
TBD,TBD,swin_base_patch4_window7_224.ms_in22k_ft_in1k,224,85.27
TBD,TBD,swin_large_patch4_window12_384.ms_in22k_ft_in1k,384,87.138
TBD,TBD,swin_large_patch4_window7_224.ms_in22k_ft_in1k,224,86.33
TBD,TBD,swin_s3_base_224.ms_in1k,224,83.92
TBD,TBD,swin_s3_small_224.ms_in1k,224,83.778
TBD,TBD,swin_s3_tiny_224.ms_in1k,224,82.128
TBD,TBD,swin_small_patch4_window7_224.ms_in1k,224,83.228
TBD,TBD,swin_small_patch4_window7_224.ms_in22k_ft_in1k,224,83.33
TBD,TBD,swin_tiny_patch4_window7_224.ms_in1k,224,81.388
TBD,TBD,swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,224,80.966
TBD,TBD,swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,256,86.276
TBD,TBD,swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,384,87.14
TBD,TBD,swinv2_base_window16_256.ms_in1k,256,84.608
TBD,TBD,swinv2_base_window8_256.ms_in1k,256,84.246
TBD,TBD,swinv2_cr_small_224.sw_in1k,224,83.126
TBD,TBD,swinv2_cr_small_ns_224.sw_in1k,224,83.49
TBD,TBD,swinv2_cr_tiny_ns_224.sw_in1k,224,81.796
TBD,TBD,swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,256,86.934
TBD,TBD,swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,384,87.474
TBD,TBD,swinv2_small_window16_256.ms_in1k,256,84.216
TBD,TBD,swinv2_small_window8_256.ms_in1k,256,83.844
TBD,TBD,swinv2_tiny_window16_256.ms_in1k,256,82.828
TBD,TBD,swinv2_tiny_window8_256.ms_in1k,256,81.824
TBD,TBD,test_byobnet.r160_in1k,160,45.4
TBD,TBD,test_efficientnet.r160_in1k,160,46.424
TBD,TBD,test_vit.r160_in1k,160,40.832
TBD,TBD,tf_efficientnet_b0.aa_in1k,224,76.882
TBD,TBD,tf_efficientnet_b0.ap_in1k,224,77.094
TBD,TBD,tf_efficientnet_b0.in1k,224,76.536
TBD,TBD,tf_efficientnet_b0.ns_jft_in1k,224,78.684
TBD,TBD,tf_efficientnet_b1.aa_in1k,240,78.84
TBD,TBD,tf_efficientnet_b1.ap_in1k,240,79.288
TBD,TBD,tf_efficientnet_b1.in1k,240,78.558
TBD,TBD,tf_efficientnet_b1.ns_jft_in1k,240,81.388
TBD,TBD,tf_efficientnet_b2.aa_in1k,260,80.082
TBD,TBD,tf_efficientnet_b2.ap_in1k,260,80.296
TBD,TBD,tf_efficientnet_b2.in1k,260,79.614
TBD,TBD,tf_efficientnet_b2.ns_jft_in1k,260,82.412
TBD,TBD,tf_efficientnet_b3.aa_in1k,300,81.648
TBD,TBD,tf_efficientnet_b3.ap_in1k,300,81.854
TBD,TBD,tf_efficientnet_b3.in1k,300,80.88
TBD,TBD,tf_efficientnet_b3.ns_jft_in1k,300,84.064
TBD,TBD,tf_efficientnet_b4.aa_in1k,380,83.04
TBD,TBD,tf_efficientnet_b4.ap_in1k,380,83.25
TBD,TBD,tf_efficientnet_b4.in1k,380,82.608
TBD,TBD,tf_efficientnet_b4.ns_jft_in1k,380,85.176
TBD,TBD,tf_efficientnet_b5.aa_in1k,456,83.696
TBD,TBD,tf_efficientnet_b5.ap_in1k,456,84.254
TBD,TBD,tf_efficientnet_b5.in1k,456,83.166
TBD,TBD,tf_efficientnet_b5.ns_jft_in1k,456,86.102
TBD,TBD,tf_efficientnet_b5.ra_in1k,456,83.828
TBD,TBD,tf_efficientnet_b6.aa_in1k,528,84.118
TBD,TBD,tf_efficientnet_b6.ap_in1k,528,84.792
TBD,TBD,tf_efficientnet_b6.ns_jft_in1k,528,86.476
TBD,TBD,tf_efficientnet_b7.aa_in1k,600,84.436
TBD,TBD,tf_efficientnet_b7.ap_in1k,600,85.132
TBD,TBD,tf_efficientnet_b7.ns_jft_in1k,600,86.852
TBD,TBD,tf_efficientnet_b7.ra_in1k,600,84.93
TBD,TBD,tf_efficientnet_b8.ap_in1k,672,85.366
TBD,TBD,tf_efficientnet_b8.ra_in1k,672,85.356
TBD,TBD,tf_efficientnet_cc_b0_4e.in1k,224,77.324
TBD,TBD,tf_efficientnet_cc_b0_8e.in1k,224,77.924
TBD,TBD,tf_efficientnet_cc_b1_8e.in1k,240,79.322
TBD,TBD,tf_efficientnet_el.in1k,300,80.242
TBD,TBD,tf_efficientnet_em.in1k,240,78.136
TBD,TBD,tf_efficientnet_es.in1k,224,76.608
TBD,TBD,tf_efficientnet_l2.ns_jft_in1k,800,88.362
TBD,TBD,tf_efficientnet_l2.ns_jft_in1k_475,475,88.25
TBD,TBD,tf_efficientnet_lite0.in1k,224,74.846
TBD,TBD,tf_efficientnet_lite1.in1k,240,76.672
TBD,TBD,tf_efficientnet_lite2.in1k,260,77.472
TBD,TBD,tf_efficientnet_lite3.in1k,300,79.832
TBD,TBD,tf_efficientnet_lite4.in1k,380,81.546
TBD,TBD,tf_efficientnetv2_b0.in1k,224,78.38
TBD,TBD,tf_efficientnetv2_b0.in1k,192,76.88
TBD,TBD,tf_efficientnetv2_b1.in1k,240,79.518
TBD,TBD,tf_efficientnetv2_b1.in1k,192,77.93
TBD,TBD,tf_efficientnetv2_b2.in1k,260,80.226
TBD,TBD,tf_efficientnetv2_b2.in1k,208,79.206
TBD,TBD,tf_efficientnetv2_b3.in1k,300,81.96
TBD,TBD,tf_efficientnetv2_b3.in1k,240,80.712
TBD,TBD,tf_efficientnetv2_b3.in21k_ft_in1k,300,82.634
TBD,TBD,tf_efficientnetv2_b3.in21k_ft_in1k,240,81.076
TBD,TBD,tf_efficientnetv2_l.in1k,480,85.66
TBD,TBD,tf_efficientnetv2_l.in1k,384,85.196
TBD,TBD,tf_efficientnetv2_l.in21k_ft_in1k,480,86.802
TBD,TBD,tf_efficientnetv2_l.in21k_ft_in1k,384,85.832
TBD,TBD,tf_efficientnetv2_m.in1k,480,85.21
TBD,TBD,tf_efficientnetv2_m.in1k,384,84.558
TBD,TBD,tf_efficientnetv2_m.in21k_ft_in1k,480,86.014
TBD,TBD,tf_efficientnetv2_m.in21k_ft_in1k,384,84.768
TBD,TBD,tf_efficientnetv2_s.in1k,384,83.896
TBD,TBD,tf_efficientnetv2_s.in1k,300,83.172
TBD,TBD,tf_efficientnetv2_s.in21k_ft_in1k,384,84.316
TBD,TBD,tf_efficientnetv2_s.in21k_ft_in1k,300,83.374
TBD,TBD,tf_efficientnetv2_xl.in21k_ft_in1k,512,86.748
TBD,TBD,tf_efficientnetv2_xl.in21k_ft_in1k,384,85.562
TBD,TBD,tf_mixnet_l.in1k,224,78.776
TBD,TBD,tf_mixnet_m.in1k,224,76.964
TBD,TBD,tf_mixnet_s.in1k,224,75.652
TBD,TBD,tf_mobilenetv3_large_075.in1k,224,73.448
TBD,TBD,tf_mobilenetv3_large_100.in1k,224,75.514
TBD,TBD,tf_mobilenetv3_large_minimal_100.in1k,224,72.27
TBD,TBD,tf_mobilenetv3_small_075.in1k,224,65.732
TBD,TBD,tf_mobilenetv3_small_100.in1k,224,67.932
TBD,TBD,tf_mobilenetv3_small_minimal_100.in1k,224,62.894
TBD,TBD,tiny_vit_11m_224.dist_in22k_ft_in1k,224,83.232
TBD,TBD,tiny_vit_11m_224.in1k,224,81.538
TBD,TBD,tiny_vit_21m_224.dist_in22k_ft_in1k,224,85.088
TBD,TBD,tiny_vit_21m_224.in1k,224,83.27
TBD,TBD,tiny_vit_21m_384.dist_in22k_ft_in1k,384,86.094
TBD,TBD,tiny_vit_21m_512.dist_in22k_ft_in1k,512,86.452
TBD,TBD,tiny_vit_5m_224.dist_in22k_ft_in1k,224,80.862
TBD,TBD,tiny_vit_5m_224.in1k,224,79.196
TBD,TBD,tinynet_a.in1k,192,77.664
TBD,TBD,tinynet_b.in1k,188,74.966
TBD,TBD,tinynet_c.in1k,184,71.224
TBD,TBD,tinynet_d.in1k,152,66.966
TBD,TBD,tinynet_e.in1k,106,59.874
TBD,TBD,tnt_s_patch16_224,224,81.528
TBD,TBD,tresnet_l.miil_in1k,224,81.498
TBD,TBD,tresnet_l.miil_in1k_448,448,82.278
TBD,TBD,tresnet_m.miil_in1k,224,80.816
TBD,TBD,tresnet_m.miil_in1k_448,448,81.71
TBD,TBD,tresnet_m.miil_in21k_ft_in1k,224,83.09
TBD,TBD,tresnet_v2_l.miil_in21k_ft_in1k,224,83.902
TBD,TBD,tresnet_xl.miil_in1k,224,82.064
TBD,TBD,tresnet_xl.miil_in1k_448,448,83.066
TBD,TBD,twins_pcpvt_base.in1k,224,82.722
TBD,TBD,twins_pcpvt_large.in1k,224,83.168
TBD,TBD,twins_pcpvt_small.in1k,224,81.122
TBD,TBD,twins_svt_base.in1k,224,83.124
TBD,TBD,twins_svt_large.in1k,224,83.69
TBD,TBD,twins_svt_small.in1k,224,81.692
TBD,TBD,vgg11.tv_in1k,224,69.048
TBD,TBD,vgg11_bn.tv_in1k,224,70.384
TBD,TBD,vgg13.tv_in1k,224,69.94
TBD,TBD,vgg13_bn.tv_in1k,224,71.556
TBD,TBD,vgg16.tv_in1k,224,71.6
TBD,TBD,vgg16_bn.tv_in1k,224,73.356
TBD,TBD,vgg19.tv_in1k,224,72.4
TBD,TBD,vgg19_bn.tv_in1k,224,74.236
TBD,TBD,visformer_small.in1k,224,82.096
TBD,TBD,visformer_tiny.in1k,224,78.16
TBD,TBD,vit_base_patch16_224.augreg_in1k,224,79.142
TBD,TBD,vit_base_patch16_224.augreg_in21k_ft_in1k,224,84.532
TBD,TBD,vit_base_patch16_224.augreg2_in21k_ft_in1k,224,85.11
TBD,TBD,vit_base_patch16_224.orig_in21k_ft_in1k,224,81.786
TBD,TBD,vit_base_patch16_224.sam_in1k,224,80.242
TBD,TBD,vit_base_patch16_224_miil.in21k_ft_in1k,224,84.272
TBD,TBD,vit_base_patch16_384.augreg_in1k,384,81.096
TBD,TBD,vit_base_patch16_384.augreg_in21k_ft_in1k,384,86.006
TBD,TBD,vit_base_patch16_384.orig_in21k_ft_in1k,384,84.208
TBD,TBD,vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,224,86.21
TBD,TBD,vit_base_patch16_clip_224.laion2b_ft_in1k,224,85.494
TBD,TBD,vit_base_patch16_clip_224.openai_ft_in12k_in1k,224,85.962
TBD,TBD,vit_base_patch16_clip_224.openai_ft_in1k,224,85.286
TBD,TBD,vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,384,87.212
TBD,TBD,vit_base_patch16_clip_384.laion2b_ft_in1k,384,86.638
TBD,TBD,vit_base_patch16_clip_384.openai_ft_in12k_in1k,384,87.028
TBD,TBD,vit_base_patch16_clip_384.openai_ft_in1k,384,86.218
TBD,TBD,vit_base_patch16_rope_reg1_gap_256.sbb_in1k,256,83.89
TBD,TBD,vit_base_patch16_rpn_224.sw_in1k,224,82.216
