model_name,input_size_csv,input_size_cfg,crop_pct_csv,crop_pct_cfg,params_csv,params_tinfo,macs_tinfo,params_ptflops,macs_ptflops,activations
hgnetv2_b2.ssld_stage2_ft_in1k,288,224,1.0,0.965,11.22,11221356,1877329754,11221356,1903987480,42528696
hgnetv2_b2.ssld_stage2_ft_in1k,224,224,0.965,0.965,11.22,11221356,1137731418,11221356,1153851160,25735096
hgnetv2_b3.ssld_stage1_in22k_in1k,288,224,1.0,0.965,16.29,16292216,2923397696,16292216,2955936536,52918968
hgnetv2_b3.ssld_stage1_in22k_in1k,224,224,0.965,0.965,16.29,16292216,1770955328,16292216,1790629656,32021176
hgnetv2_b3.ssld_stage2_ft_in1k,288,224,1.0,0.965,16.29,16292216,2923397696,16292216,2955936536,52918968
hgnetv2_b3.ssld_stage2_ft_in1k,224,224,0.965,0.965,16.29,16292216,1770955328,16292216,1790629656,32021176
hgnetv2_b4.ssld_stage1_in22k_in1k,288,224,1.0,0.965,19.8,19796680,4515684712,19796680,4558170408,67307704
hgnetv2_b4.ssld_stage1_in22k_in1k,224,224,0.965,0.965,19.8,19796680,2734195048,19796680,2759883048,40724664
hgnetv2_b4.ssld_stage2_ft_in1k,288,224,1.0,0.965,19.8,19796680,4515684712,19796680,4558170408,67307704
hgnetv2_b4.ssld_stage2_ft_in1k,224,224,0.965,0.965,19.8,19796680,2734195048,19796680,2759883048,40724664
hgnetv2_b5.ssld_stage1_in22k_in1k,288,224,1.0,0.965,39.57,39569064,10804401864,39569064,10873174056,110749624
hgnetv2_b5.ssld_stage1_in22k_in1k,224,224,0.965,0.965,39.57,39569064,6538499784,39569064,6580070440,67004344
hgnetv2_b5.ssld_stage2_ft_in1k,288,224,1.0,0.965,39.57,39569064,10804401864,39569064,10873174056,110749624
hgnetv2_b5.ssld_stage2_ft_in1k,224,224,0.965,0.965,39.57,39569064,6538499784,39569064,6580070440,67004344
hgnetv2_b6.ssld_stage1_in22k_in1k,288,224,1.0,0.965,75.26,75256776,27834577912,75256776,27964914248,204766648
hgnetv2_b6.ssld_stage1_in22k_in1k,224,224,0.965,0.965,75.26,75256776,16840733688,75256776,16919519816,123878840
hgnetv2_b6.ssld_stage2_ft_in1k,288,224,1.0,0.965,75.26,75256776,27834577912,75256776,27964914248,204766648
hgnetv2_b6.ssld_stage2_ft_in1k,224,224,0.965,0.965,75.26,75256776,16840733688,75256776,16919519816,123878840
hiera_base_224.mae_in1k_ft_in1k,224,224,0.9,0.9,51.52,51524968,95765992,51524968,8846170600,78091704
hiera_base_plus_224.mae_in1k_ft_in1k,224,224,0.9,0.9,69.9,69896616,121511144,69896616,12023304936,91106488
hiera_huge_224.mae_in1k_ft_in1k,224,224,0.9,0.9,672.78,672779752,790755816,672779752,121790741480,373117880
hiera_large_224.mae_in1k_ft_in1k,224,224,0.9,0.9,213.74,213739912,280101448,213739912,38616044392,209880120
hiera_small_224.mae_in1k_ft_in1k,224,224,0.9,0.9,35.01,35008072,79249096,35008072,6056924392,51260088
hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k,256,256,0.95,0.95,34.36,34361800,92500360,34361800,7682984936,65574072
hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,256,0.95,0.95,34.36,34361800,92500360,34361800,7682984936,65574072
hiera_tiny_224.mae_in1k_ft_in1k,224,224,0.9,0.9,27.91,27910216,72151240,27910216,4664540392,41927352
hrnet_w18.ms_aug_in1k,224,224,0.95,0.95,21.3,21299004,4284040872,21299004,4348341356,29412544
hrnet_w18.ms_in1k,224,224,0.875,0.875,21.3,21299004,4284040872,21299004,4348341356,29412544
hrnet_w18_small.gluon_in1k,224,224,0.875,0.875,13.19,13187464,1601984968,13187464,1623353160,9157120
hrnet_w18_small.ms_in1k,224,224,0.875,0.875,13.19,13187464,1601984968,13187464,1623353160,9157120
hrnet_w18_small_v2.gluon_in1k,224,224,0.875,0.875,15.6,15597464,2596198676,15597464,2633336848,18254656
hrnet_w18_small_v2.ms_in1k,224,224,0.875,0.875,15.6,15597464,2596198676,15597464,2633336848,18254656
hrnet_w18_ssld.paddle_in1k,288,224,1.0,0.95,21.3,21295164,7079663784,21295164,7185989868,48620736
hrnet_w18_ssld.paddle_in1k,224,224,0.95,0.95,21.3,21295164,4283589288,21295164,4347889772,29412544
hrnet_w30.ms_in1k,224,224,0.875,0.875,37.71,37712220,8106305544,37712220,8191543460,32027968
hrnet_w32.ms_in1k,224,224,0.875,0.875,41.23,41232680,8921660264,41232680,9010387752,32463872
hrnet_w40.ms_in1k,224,224,0.875,0.875,57.56,57557160,12692538024,57557160,12795223800,34207488
hrnet_w44.ms_in1k,224,224,0.875,0.875,67.06,67064984,14883652232,67064984,14993317152,35079296
hrnet_w48.ms_in1k,224,224,0.875,0.875,77.47,77469864,17278549992,77469864,17395194056,35951104
hrnet_w48_ssld.paddle_in1k,288,224,1.0,0.95,77.47,77466024,28560350184,77466024,28753236168,59429376
hrnet_w48_ssld.paddle_in1k,224,224,0.95,0.95,77.47,77466024,17278098408,77466024,17394742472,35951104
hrnet_w64.ms_in1k,224,224,0.875,0.875,128.06,128059944,28895976552,128059944,29040537192,39438336
inception_next_base.sail_in1k,224,224,0.95,0.95,86.67,86672136,14866804200,86672136,14920106216,108392248
inception_next_base.sail_in1k_384,384,384,1.0,1.0,86.67,86672136,43678051560,86672136,43834762216,318504888
inception_next_small.sail_in1k,224,224,0.875,0.875,49.37,49374016,8374981480,49374016,8414957992,81294936
inception_next_tiny.sail_in1k,224,224,0.875,0.875,28.06,28055680,4200638056,28055680,4225726120,50982360
inception_resnet_v2.tf_ens_adv_in1k,299,299,0.897,0.8975,55.84,55843464,13167334856,55843464,13223968136,107641360
inception_resnet_v2.tf_in1k,299,299,0.897,0.8975,55.84,55843464,13167334856,55843464,13223968136,107641360
inception_v3.gluon_in1k,299,299,0.875,0.875,23.83,23834568,5713217096,23834568,5738693064,47896912
inception_v3.tf_adv_in1k,299,299,0.875,0.875,23.83,23834568,5713217096,23834568,5738693064,47896912
inception_v3.tf_in1k,299,299,0.875,0.875,23.83,23834568,5713217096,23834568,5738693064,47896912
inception_v3.tv_in1k,299,299,0.875,0.875,23.83,23834568,5713217096,23834568,5738693064,47896912
inception_v4.tf_in1k,299,299,0.875,0.875,42.68,42679816,12253975624,42679816,12299081096,91316112
lambda_resnet26rpt_256.c1_in1k,256,256,0.94,0.94,10.99,10988688,2920892392,10988688,2940815336,74658720
lambda_resnet26t.c1_in1k,256,256,0.94,0.94,10.96,10958272,2996127720,10958272,3016050664,75576224
lambda_resnet50ts.a1h_in1k,256,256,0.95,0.95,21.54,21536832,5025122600,21536832,5041395688,117703584
lamhalobotnet50ts_256.a1h_in1k,256,256,0.95,0.95,22.57,22569824,4888544616,22569824,4901913576,114347936
lcnet_050.ra2_in1k,224,224,0.875,0.875,1.88,1880856,44733768,1880856,43478048,7121296
lcnet_075.ra2_in1k,224,224,0.875,0.875,2.36,2358288,94789496,2358288,93546416,11180144
lcnet_100.ra2_in1k,224,224,0.875,0.875,2.95,2953800,155703720,2953800,154473280,14235472
levit_128.fb_dist_in1k,224,224,0.9,0.9,9.21,9213936,60481200,9213936,367794384,7758856
levit_128s.fb_dist_in1k,224,224,0.9,0.9,7.78,7777058,58232752,7777058,282872272,5816776
levit_192.fb_dist_in1k,224,224,0.9,0.9,10.95,10947069,119852128,10947069,601862032,10510600
levit_256.fb_dist_in1k,224,224,0.9,0.9,18.89,18893876,207323280,18893876,1054291152,13953928
levit_384.fb_dist_in1k,224,224,0.9,0.9,39.13,39128836,451383408,39128836,2242428624,20524040
levit_conv_128.fb_dist_in1k,224,224,0.9,0.9,9.21,9213936,364441008,9213936,367869648,7758856
levit_conv_128s.fb_dist_in1k,224,224,0.9,0.9,7.78,7777058,280332976,7777058,282947536,5816776
levit_conv_192.fb_dist_in1k,224,224,0.9,0.9,10.95,10947069,597275680,10947069,601965520,10510600
levit_conv_256.fb_dist_in1k,224,224,0.9,0.9,18.89,18893876,1048208784,18893876,1054429136,13953928
levit_conv_384.fb_dist_in1k,224,224,0.9,0.9,39.13,39128836,2233460592,39128836,2242629328,20524040
maxvit_base_tf_224.in1k,224,224,0.95,0.95,119.47,119467708,6912838008,119467708,23446213384,324288104
maxvit_base_tf_384.in1k,384,384,1.0,1.0,119.65,119653468,19970318968,119653468,68886941704,952850664
maxvit_base_tf_384.in21k_ft_in1k,384,384,1.0,1.0,119.65,119653468,19970318968,119653468,68886941704,952850664
maxvit_base_tf_512.in1k,512,512,1.0,1.0,119.88,119876380,35364401784,119876380,122459168776,1693892840
maxvit_base_tf_512.in21k_ft_in1k,512,512,1.0,1.0,119.88,119876380,35364401784,119876380,122459168776,1693892840
maxvit_large_tf_224.in1k,224,224,0.95,0.95,211.79,211785560,13517455528,211785560,42871688552,437869048
maxvit_large_tf_384.in1k,384,384,1.0,1.0,212.03,212033240,39112699048,212033240,125962135912,1286588408
maxvit_large_tf_384.in21k_ft_in1k,384,384,1.0,1.0,212.03,212033240,39112699048,212033240,125962135912,1286588408
maxvit_large_tf_512.in1k,512,512,1.0,1.0,212.33,212330456,69288144040,212330456,223921400168,2287183864
maxvit_large_tf_512.in21k_ft_in1k,512,512,1.0,1.0,212.33,212330456,69288144040,212330456,223921400168,2287183864
maxvit_nano_rw_256.sw_in1k,256,256,0.95,0.95,15.45,15451148,1428229000,15451148,4256901160,106299136
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,224,224,0.95,0.95,116.14,116135788,5999335164,116135788,22632900172,321296840
maxvit_rmlp_base_rw_384.sw_in12k_ft_in1k,384,384,1.0,1.0,116.14,116135788,17282870564,116135788,66511611372,954360740
maxvit_rmlp_nano_rw_256.sw_in1k,256,256,0.95,0.95,15.5,15501452,1429321060,15501452,4276507660,113227436
maxvit_rmlp_pico_rw_256.sw_in1k,256,256,0.95,0.95,7.52,7515980,554758124,7515980,1697621356,87435108
maxvit_rmlp_small_rw_224.sw_in1k,224,224,0.9,0.9,64.9,64895044,2856473460,64895044,10482668228,172026224
maxvit_rmlp_tiny_rw_256.sw_in1k,256,256,0.95,0.95,29.15,29148896,1997852656,29148896,6467066608,163680040
maxvit_small_tf_224.in1k,224,224,0.95,0.95,68.93,68927956,3771567192,68927956,11329429192,184786952
maxvit_small_tf_384.in1k,384,384,1.0,1.0,69.02,69018676,10909803352,69018676,33284187592,542959752
maxvit_small_tf_512.in1k,512,512,1.0,1.0,69.13,69127540,19325408088,69127540,59167692232,965226632
maxvit_tiny_rw_224.sw_in1k,224,224,0.95,0.95,29.06,29057312,1537449496,29057312,4927219528,116948272
maxvit_tiny_tf_224.in1k,224,224,0.95,0.95,30.92,30916528,2017335688,30916528,5372082984,125935256
maxvit_tiny_tf_384.in1k,384,384,1.0,1.0,30.98,30977008,5850702728,30977008,15782356264,370035096
maxvit_tiny_tf_512.in1k,512,512,1.0,1.0,31.05,31049584,10370040712,31049584,28055520552,657815960
maxvit_xlarge_tf_384.in21k_ft_in1k,384,384,1.0,1.0,475.32,475323472,87612350728,475323472,282891009064,1929881112
maxvit_xlarge_tf_512.in21k_ft_in1k,512,512,1.0,1.0,475.77,475769296,155203895560,475769296,502892583976,3430774296
maxxvit_rmlp_nano_rw_256.sw_in1k,256,256,0.95,0.95,16.78,16779628,1346858692,16779628,4187422668,81891148
maxxvit_rmlp_small_rw_256.sw_in1k,256,256,0.95,0.95,66.01,66010516,4264456108,66010516,14243573092,181290004
maxxvitv2_nano_rw_256.sw_in1k,256,256,0.95,0.95,23.7,23696611,2960088328,23696611,6130072552,76266400
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,224,224,0.95,0.95,116.09,116092512,10390552768,116092512,23912788448,211516864
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,384,384,1.0,1.0,116.09,116092512,30263001328,116092512,70279328928,627340744
mixer_b16_224.goog_in21k_ft_in1k,224,224,0.875,0.875,59.88,59880472,175045912,59880472,12641588200,63682256
mixer_b16_224.miil_in21k_ft_in1k,224,224,0.875,0.875,59.88,59880472,175045912,59880472,12641588200,63682256
mixer_l16_224.goog_in21k_ft_in1k,224,224,0.875,0.875,208.2,208196168,361750088,208196168,44662899688,181394384
mixnet_l.ft_in1k,224,224,0.875,0.875,7.33,7329252,555264988,7329252,569793472,60235144
mixnet_m.ft_in1k,224,224,0.875,0.875,5.01,5014382,339182870,5014382,350230940,45470348
mixnet_s.ft_in1k,224,224,0.875,0.875,4.13,4134606,239181286,4134606,247386388,34423556
mixnet_xl.ra_in1k,224,224,0.875,0.875,11.9,11896768,904030544,11896768,923029912,81620704
mnasnet_100.rmsp_in1k,224,224,0.875,0.875,4.38,4383312,314416872,4383312,324138472,27053840
mnasnet_small.lamb_in1k,224,224,0.875,0.875,2.03,2030264,68342784,2030264,72297488,10535456
mobilenet_edgetpu_v2_m,256,224,0.95,0.9,8.46,8462888,2397156840,8462888,2416031208,57935760
mobilenet_edgetpu_v2_m,224,224,0.9,0.9,8.46,8462888,1835638440,8462888,1850089128,44358480
mobilenet_edgetpu_v2_m.ra4_e3600_r224_in1k,256,224,0.95,0.9,8.46,8462888,2397156840,8462888,2416031208,57935760
mobilenet_edgetpu_v2_m.ra4_e3600_r224_in1k,224,224,0.9,0.9,8.46,8462888,1835638440,8462888,1850089128,44358480
mobilenetv1_100.ra4_e3600_r224_in1k,256,224,0.95,0.875,4.23,4231976,742532072,4231976,749249512,37163984
mobilenetv1_100.ra4_e3600_r224_in1k,224,224,0.875,0.875,4.23,4231976,568741352,4231976,573884392,28454864
mobilenetv1_100h.ra4_e3600_r224_in1k,256,224,0.95,0.875,5.28,5282600,809640936,5282600,816423912,37295056
mobilenetv1_100h.ra4_e3600_r224_in1k,224,224,0.875,0.875,5.28,5282600,620121576,5282600,625314792,28555216
mobilenetv1_125.ra4_e3600_r224_in1k,256,224,1.0,0.9,6.27,6270840,1148365800,6270840,1156762600,46454480
mobilenetv1_125.ra4_e3600_r224_in1k,224,224,0.9,0.9,6.27,6270840,879517800,6270840,885946600,35568080
mobilenetv2_050.lamb_in1k,224,224,0.875,0.875,1.97,1968680,97132840,1968680,100587144,17686608
mobilenetv2_100.ra_in1k,224,224,0.875,0.875,3.5,3504872,300775272,3504872,307006504,32482256
mobilenetv2_110d.ra_in1k,224,224,0.875,0.875,4.52,4516520,430517080,4516520,438622856,42799696
mobilenetv2_120d.ra_in1k,224,224,0.875,0.875,5.83,5831144,668858568,5831144,679920808,58771344
mobilenetv2_140.ra_in1k,224,224,0.875,0.875,6.11,6108776,582196824,6108776,591127368,46531504
mobilenetv3_large_100.miil_in21k_ft_in1k,224,224,0.875,0.875,5.48,5483032,216597120,5483032,220040984,21925120
mobilenetv3_large_100.ra_in1k,224,224,0.875,0.875,5.48,5483032,216597120,5483032,220040984,21925120
mobilenetv3_rw.rmsp_in1k,224,224,0.875,0.875,5.48,5479918,216594006,5479918,220035978,21724396
mobilenetv3_small_050.lamb_in1k,224,224,0.875,0.875,1.59,1593224,24192280,1593224,23785744,4405200
mobilenetv3_small_075.lamb_in1k,224,224,0.875,0.875,2.04,2041872,43403656,2041872,43362736,6286320
mobilenetv3_small_100.lamb_in1k,224,224,0.875,0.875,2.54,2542856,56515312,2542856,56488744,6887712
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,480,384,1.0,0.95,32.59,32590864,10947949800,32590864,11049832960,281849360
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,384,384,0.95,0.95,32.59,32590864,7007591400,32590864,7072336384,180388112
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,544,448,1.0,0.95,32.59,32590864,14061319400,32590864,14192546304,362016272
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,448,448,0.95,0.95,32.59,32590864,9537204200,32590864,9625790976,245523728
mobilenetv4_conv_aa_large.e600_r384_in1k,480,384,1.0,0.95,32.59,32590864,10947949800,32590864,11049832960,281849360
mobilenetv4_conv_aa_large.e600_r384_in1k,384,384,0.95,0.95,32.59,32590864,7007591400,32590864,7072336384,180388112
mobilenetv4_conv_blur_medium.e500_r224_in1k,256,224,1.0,0.95,9.72,9715512,1561799656,9715512,1577970176,55206160
mobilenetv4_conv_blur_medium.e500_r224_in1k,224,224,0.95,0.95,9.72,9715512,1196341096,9715512,1208422016,42270160
mobilenetv4_conv_large.e500_r256_in1k,320,256,1.0,0.95,32.59,32590864,4428698600,32590864,4457141760,110911760
mobilenetv4_conv_large.e500_r256_in1k,256,256,0.95,0.95,32.59,32590864,2835270632,32590864,2853014016,70988048
mobilenetv4_conv_large.e600_r384_in1k,448,384,1.0,0.95,32.59,32590864,8677839848,32590864,8734815744,217374992
mobilenetv4_conv_large.e600_r384_in1k,384,384,0.95,0.95,32.59,32590864,6376221672,32590864,6417742336,159707408
mobilenetv4_conv_medium.e500_r224_in1k,256,224,1.0,0.95,9.72,9715512,1080245224,9715512,1090984448,43962640
mobilenetv4_conv_medium.e500_r224_in1k,224,224,0.95,0.95,9.72,9715512,827650984,9715512,835573568,33661840
mobilenetv4_conv_medium.e500_r256_in1k,320,256,1.0,0.95,9.72,9715512,1686471400,9715512,1703970560,68684560
mobilenetv4_conv_medium.e500_r256_in1k,256,256,0.95,0.95,9.72,9715512,1080245224,9715512,1090984448,43962640
mobilenetv4_conv_small.e1200_r224_in1k,256,224,0.95,0.875,3.77,3774024,242179048,3774024,245512704,14668048
mobilenetv4_conv_small.e1200_r224_in1k,224,224,0.875,0.875,3.77,3774024,186006568,3774024,188259264,11233168
mobilenetv4_conv_small.e2400_r224_in1k,256,224,0.95,0.875,3.77,3774024,242179048,3774024,245512704,14668048
mobilenetv4_conv_small.e2400_r224_in1k,224,224,0.875,0.875,3.77,3774024,186006568,3774024,188259264,11233168
mobilenetv4_hybrid_large.e600_r384_in1k,448,384,1.0,0.95,37.76,37764624,10033397736,37764624,10062433792,235789584
mobilenetv4_hybrid_large.e600_r384_in1k,384,384,0.95,0.95,37.76,37764624,7372142568,37764624,7393134848,173236496
mobilenetv4_hybrid_large.ix_e600_r384_in1k,448,384,1.0,0.95,37.76,37764624,10033397736,37764624,10062433792,235789584
mobilenetv4_hybrid_large.ix_e600_r384_in1k,384,384,0.95,0.95,37.76,37764624,7372142568,37764624,7393134848,173236496
mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,320,256,1.0,0.95,11.07,11074648,1919280360,11074648,1937135360,74470160
mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,256,256,0.95,0.95,11.07,11074648,1229243880,11074648,1240209920,47665424
mobilenetv4_hybrid_medium.e500_r224_in1k,256,224,1.0,0.95,11.07,11074648,1229243880,11074648,1240209920,47665424
mobilenetv4_hybrid_medium.e500_r224_in1k,224,224,0.95,0.95,11.07,11074648,941728680,11074648,949824320,36496784
mobilenetv4_hybrid_medium.ix_e550_r256_in1k,320,256,1.0,0.95,11.07,11074648,1919280360,11074648,1937135360,74470160
mobilenetv4_hybrid_medium.ix_e550_r256_in1k,256,256,0.95,0.95,11.07,11074648,1229243880,11074648,1240209920,47665424
mobilenetv4_hybrid_medium.ix_e550_r384_in1k,448,384,1.0,0.95,11.07,11074648,3759377640,11074648,3795603200,145949456
mobilenetv4_hybrid_medium.ix_e550_r384_in1k,384,384,0.95,0.95,11.07,11074648,2762658280,11074648,2788933120,107231504
mobileone_s0.apple_in1k,224,224,0.875,0.875,5.29,5293272,1051936232,5293272,1059613160,101288352
mobileone_s1.apple_in1k,224,224,0.9,0.9,4.83,4825192,830063080,4825192,842732520,87741856
mobileone_s2.apple_in1k,224,224,0.9,0.9,7.88,7884648,1304028392,7884648,1319344616,105946272
mobileone_s3.apple_in1k,224,224,0.9,0.9,10.17,10170600,1902113768,10170600,1920578536,127960992
mobileone_s4.apple_in1k,224,224,0.9,0.9,14.95,14951248,2986816080,14951248,3010613536,165129816
mobilevit_s.cvnets_in1k,256,256,0.9,0.9,5.58,5578632,1104653096,5578632,1654303720,95448480
mobilevit_xs.cvnets_in1k,256,256,0.9,0.9,2.32,2317848,612301032,2317848,890684392,77666720
mobilevit_xxs.cvnets_in1k,256,256,0.9,0.9,1.27,1272024,197487592,1272024,348269032,32147616
mobilevitv2_050.cvnets_in1k,256,256,0.888,0.888,1.37,1370593,466127080,1370593,471893352,46976288
mobilevitv2_075.cvnets_in1k,256,256,0.888,0.888,2.87,2866009,1030276360,2866009,1038924136,70459168
mobilevitv2_100.cvnets_in1k,256,256,0.888,0.888,4.9,4901841,1815150888,4901841,1826680168,93942048
mobilevitv2_125.cvnets_in1k,256,256,0.888,0.888,7.48,7478089,2820750664,7478089,2835161448,117424928
mobilevitv2_150.cvnets_in1k,256,256,0.888,0.888,10.59,10594753,4047075688,10594753,4064367976,140907808
mobilevitv2_150.cvnets_in22k_ft_in1k,256,256,0.888,0.888,10.59,10594753,4047075688,10594753,4064367976,140907808
mobilevitv2_150.cvnets_in22k_ft_in1k_384,384,384,1.0,1.0,10.59,10594753,9104943448,10594753,9143866696,317033728
mobilevitv2_175.cvnets_in1k,256,256,0.888,0.888,14.25,14251833,5494125960,14251833,5514299752,164390688
mobilevitv2_175.cvnets_in22k_ft_in1k,256,256,0.888,0.888,14.25,14251833,5494125960,14251833,5514299752,164390688
mobilevitv2_175.cvnets_in22k_ft_in1k_384,384,384,1.0,1.0,14.25,14251833,12360643960,14251833,12406053192,369869568
mobilevitv2_200.cvnets_in1k,256,256,0.888,0.888,18.45,18449329,7161901480,18449329,7184956776,187873568
mobilevitv2_200.cvnets_in22k_ft_in1k,256,256,0.888,0.888,18.45,18449329,7161901480,18449329,7184956776,187873568
mobilevitv2_200.cvnets_in22k_ft_in1k_384,384,384,1.0,1.0,18.45,18449329,16112976280,18449329,16164871496,422705408
mvitv2_base.fb_in1k,224,224,0.9,0.9,51.47,51472744,151663336,51472744,8904161512,301056
mvitv2_large.fb_in1k,224,224,0.9,0.9,217.99,217992952,439937560,217992952,40726296424,451584
mvitv2_small.fb_in1k,224,224,0.9,0.9,34.87,34870216,118884808,34870216,6098658280,301056
mvitv2_tiny.fb_in1k,224,224,0.9,0.9,24.17,24173320,96041800,24173320,3997889512,301056
nasnetalarge.tf_in1k,331,331,0.911,0.911,88.75,88753150,23783612134,88753150,23987129974,358678376
nest_base_jx.goog_in1k,224,224,0.875,0.875,67.72,67723368,1936100584,67723368,16724633320,102563792
nest_small_jx.goog_in1k,224,224,0.875,0.875,38.35,38351176,1093094056,38351176,9422126632,76923344
nest_tiny_jx.goog_in1k,224,224,0.875,0.875,17.06,17057608,1071800488,17057608,5244974632,49828304
nextvit_base.bd_in1k,224,224,0.95,0.95,44.82,44818856,7777270376,44818856,8289962216,97173920
nextvit_base.bd_in1k_384,384,384,1.0,1.0,44.82,44818856,22844094056,44818856,24360350696,285556640
nextvit_base.bd_ssld_6m_in1k,224,224,0.95,0.95,44.82,44818856,7777270376,44818856,8289962216,97173920
nextvit_base.bd_ssld_6m_in1k_384,384,384,1.0,1.0,44.82,44818856,22844094056,44818856,24360350696,285556640
nextvit_large.bd_in1k,224,224,0.95,0.95,57.87,57874344,10101621864,57874344,10767703272,118348192
nextvit_large.bd_in1k_384,384,384,1.0,1.0,57.87,57874344,29672509544,57874344,31641875432,347783072
nextvit_large.bd_ssld_6m_in1k,224,224,0.95,0.95,57.87,57874344,10101621864,57874344,10767703272,118348192
nextvit_large.bd_ssld_6m_in1k_384,384,384,1.0,1.0,57.87,57874344,29672509544,57874344,31641875432,347783072
nextvit_small.bd_in1k,224,224,0.95,0.95,31.76,31763368,5452918888,31763368,5812221160,75999648
nextvit_small.bd_in1k_384,384,384,1.0,1.0,31.76,31763368,16015678568,31763368,17078825960,223330208
nextvit_small.bd_ssld_6m_in1k,224,224,0.95,0.95,31.76,31763368,5452918888,31763368,5812221160,75999648
nextvit_small.bd_ssld_6m_in1k_384,384,384,1.0,1.0,31.76,31763368,16015678568,31763368,17078825960,223330208
nf_regnet_b1.ra2_in1k,288,256,0.9,0.9,10.22,10223984,1008505920,10223984,16626800,25316688
nf_regnet_b1.ra2_in1k,256,256,0.9,0.9,10.22,10223984,797958744,10223984,14253464,20010784
nf_resnet50.ra2_in1k,288,256,0.94,0.94,25.56,25557032,6776707560,25557032,39456744,58404768
nf_resnet50.ra2_in1k,256,256,0.94,0.94,25.56,25557032,5354865640,25557032,31605736,46149536
nfnet_l0.ra2_in1k,288,224,1.0,0.9,35.07,35074488,7042594472,35074488,33129000,57203168
nfnet_l0.ra2_in1k,224,224,0.9,0.9,35.07,35074488,4265563816,35074488,25272872,34626016
pit_b_224.in1k,224,224,0.9,0.9,73.76,73764840,220221928,73764840,8981651336,26350336
pit_b_distilled_224.in1k,224,224,0.9,0.9,74.79,74790096,221246928,74790096,9038421756,26376960
pit_s_224.in1k,224,224,0.9,0.9,23.46,23461912,104810680,23461912,2107678132,7673328
pit_s_distilled_224.in1k,224,224,0.9,0.9,24.04,24039056,105387680,24039056,2126162870,7683408
pit_ti_224.in1k,224,224,0.9,0.9,4.85,4847272,41002280,4847272,553210384,3410368
pit_ti_distilled_224.in1k,224,224,0.9,0.9,5.1,5104336,41259280,5104336,557694964,3414848
pit_xs_224.in1k,224,224,0.9,0.9,10.62,10618888,64851400,10618888,1058993776,5115552
pit_xs_distilled_224.in1k,224,224,0.9,0.9,11,11003984,65236400,11003984,1067953428,5122272
pnasnet5large.tf_in1k,331,331,0.911,0.911,86.06,86057668,24937573588,86057668,24959934538,357073088
poolformer_m36.sail_in1k,224,224,0.95,0.95,56.17,56172520,8780858344,56172520,8823779560,132132560
poolformer_m48.sail_in1k,224,224,0.95,0.95,73.47,73473448,11562558184,73473448,11619761896,175033040
poolformer_s12.sail_in1k,224,224,0.9,0.9,11.92,11915176,1817814248,11915176,1828136168,33209040
poolformer_s24.sail_in1k,224,224,0.9,0.9,21.39,21388968,3402912488,21388968,3423507176,64067280
poolformer_s36.sail_in1k,224,224,0.9,0.9,30.86,30862760,4988010728,30862760,5018878184,94925520
poolformerv2_m36.sail_in1k,224,224,1.0,1.0,56.08,56077168,8759382376,56077168,8802329320,149292752
poolformerv2_m48.sail_in1k,224,224,1.0,1.0,73.35,73346056,11533923304,73346056,11591161576,197913296
poolformerv2_s12.sail_in1k,224,224,1.0,1.0,11.89,11891712,1812665128,11891712,1822993128,37323472
poolformerv2_s24.sail_in1k,224,224,1.0,1.0,21.34,21341464,3392613672,21341464,3413221096,72296144
poolformerv2_s36.sail_in1k,224,224,1.0,1.0,30.79,30791216,4972562216,30791216,5003449064,107268816
pvt_v2_b0.in1k,224,224,0.9,0.9,3.67,3666760,118691944,3666760,540702696,19602256
pvt_v2_b1.in1k,224,224,0.9,0.9,14.01,14009000,389082344,14009000,2057628648,39202512
pvt_v2_b2.in1k,224,224,0.9,0.9,25.36,25362856,559959016,25362856,3929281256,69270480
pvt_v2_b2_li.in1k,224,224,0.9,0.9,22.55,22553512,422153704,22553512,3814535016,69828688
pvt_v2_b3.in1k,224,224,0.9,0.9,45.24,45238696,845900776,45238696,6741144296,94107600
pvt_v2_b4.in1k,224,224,0.9,0.9,62.56,62556072,1145195496,62556072,9875739368,133709008
pvt_v2_b5.in1k,224,224,0.9,0.9,81.96,81956008,1363489000,81956008,11421611752,126044624
rdnet_base.nv_in1k,224,224,0.9,0.9,87.45,87451096,15389362336,87451096,15413820432,78200616
rdnet_large.nv_in1k,224,224,0.9,0.9,186.27,186269632,34722059512,186269632,34758635240,116967992
rdnet_large.nv_in1k_ft_in1k_384,384,384,1.0,1.0,186.27,186269632,102031696632,186269632,102139373400,343677512
rdnet_small.nv_in1k,224,224,0.9,0.9,50.44,50436448,8728813984,50436448,8746549360,56854616
