model_name,input_size_csv,input_size_cfg,crop_pct_csv,crop_pct_cfg,params_csv,params_tinfo,macs_tinfo,params_ptflops,macs_ptflops,activations
densenet201.tv_in1k,224,224,0.875,0.875,20.01,20013928,4291366888,20013928,4344126952,85566032
densenetblur121d.ra_in1k,288,224,0.95,0.875,8,7998088,5080515560,7998088,5140110824,101259984
densenetblur121d.ra_in1k,224,224,0.875,0.875,8,7998088,3073803240,7998088,3109854696,61258448
dla102.in1k,224,224,0.875,0.875,33.27,33268888,7164618856,33268888,7224863720,58863544
dla102x.in1k,224,224,0.875,0.875,26.31,26309272,5848025704,26309272,5929219048,74593720
dla102x2.in1k,224,224,0.875,0.875,41.28,41282200,9284128360,41282200,9407218664,106054072
dla169.in1k,224,224,0.875,0.875,53.39,53389720,11557670248,53389720,11643161576,87062456
dla34.in1k,224,224,0.875,0.875,15.74,15742104,3060060264,15742104,3081520104,19962552
dla46_c.in1k,224,224,0.875,0.875,1.3,1301400,574278504,1301400,593663464,17527992
dla46x_c.in1k,224,224,0.875,0.875,1.07,1068440,532735592,1068440,556759016,21008952
dla60.in1k,224,224,0.875,0.875,22.04,22036632,4235920488,22036632,4278930408,39897016
dla60_res2net.in1k,224,224,0.875,0.875,20.85,20848072,4122731320,20848072,4175768552,46600216
dla60_res2next.in1k,224,224,0.875,0.875,17.03,17032984,3458805736,17032984,3515352040,49116856
dla60x.in1k,224,224,0.875,0.875,17.35,17352344,3516612200,17352344,3574158312,50810296
dla60x_c.in1k,224,224,0.875,0.875,1.32,1319832,581309544,1319832,606834664,22489144
dm_nfnet_f0.dm_in1k,256,192,0.9,0.9,71.49,71489284,12402244712,71489284,45119336,53972512
dm_nfnet_f0.dm_in1k,192,192,0.9,0.9,71.49,71489284,6987164776,71489284,36288360,30389792
dm_nfnet_f1.dm_in1k,320,224,0.91,0.91,132.63,132634256,35585734888,132634256,96894696,143738016
dm_nfnet_f1.dm_in1k,224,224,0.91,0.91,132.63,132634256,17460860392,132634256,71344104,70493856
dm_nfnet_f2.dm_in1k,352,256,0.92,0.92,193.78,193779228,62672036712,193779228,151734376,245814560
dm_nfnet_f2.dm_in1k,256,256,0.92,0.92,193.78,193779228,33181166952,193779228,112598632,130100000
dm_nfnet_f3.dm_in1k,416,320,0.94,0.94,254.92,254924200,114905282792,254924200,237918440,443683744
dm_nfnet_f3.dm_in1k,320,320,0.94,0.94,254.92,254924200,68028223976,254924200,177737192,262627744
dm_nfnet_f4.dm_in1k,512,384,0.951,0.951,316.07,316069172,215503445608,316069172,383173992,824068128
dm_nfnet_f4.dm_in1k,384,384,0.951,0.951,316.07,316069172,121269821032,316069172,264701288,463661088
dm_nfnet_f5.dm_in1k,544,416,0.954,0.954,377.21,377214144,290106817512,377214144,493580776,1101955232
dm_nfnet_f5.dm_in1k,416,416,0.954,0.954,377.21,377214144,169702941672,377214144,344373736,644534432
dm_nfnet_f6.dm_in1k,576,448,0.956,0.956,438.36,438359116,377732511592,438359116,619095144,1427852576
dm_nfnet_f6.dm_in1k,448,448,0.956,0.956,438.36,438359116,228566480744,438359116,436184168,863915296
dpn107.mx_in1k,224,224,0.875,0.875,86.92,86917800,18298765288,86917800,18384396904,20697600
dpn131.mx_in1k,224,224,0.875,0.875,79.25,79254504,16013649896,79254504,16094771944,19367936
dpn68.mx_in1k,224,224,0.875,0.875,12.61,12611602,2326164456,12611602,2350932584,5964672
dpn68b.mx_in1k,224,224,0.875,0.875,12.61,12611602,2326164456,12611602,2350932584,6115200
dpn68b.ra_in1k,288,224,1.0,0.95,12.61,12611602,3844748264,12611602,3885691496,10108800
dpn68b.ra_in1k,224,224,0.95,0.95,12.61,12611602,2326164456,12611602,2350932584,6115200
dpn92.mx_in1k,224,224,0.875,0.875,37.67,37668392,6501685224,37668392,6545125096,11941888
dpn98.mx_in1k,224,224,0.875,0.875,61.57,61570728,11671218152,61570728,11731366632,16658432
eca_botnext26ts_256.c1_in1k,256,256,0.95,0.95,10.59,10593301,2375110504,10593301,2386284392,75306144
eca_halonext26ts.c1_in1k,256,256,0.94,0.94,10.76,10756885,2391887720,10756885,2402799464,75256992
eca_nfnet_l0.ra2_in1k,288,224,1.0,0.9,24.14,24143924,7031739368,24143924,22266344,57191840
eca_nfnet_l0.ra2_in1k,224,224,0.9,0.9,24.14,24143924,4254708712,24143924,14410216,34614688
eca_nfnet_l1.ra2_in1k,320,256,1.0,0.9,41.41,41407728,14764785640,41407728,40996840,119039904
eca_nfnet_l1.ra2_in1k,256,256,0.9,0.9,41.41,41407728,9450623464,41407728,27398632,76213152
eca_nfnet_l2.ra3_in1k,384,320,1.0,0.9,56.72,56722348,29849979112,56722348,76400872,240902560
eca_nfnet_l2.ra3_in1k,320,320,0.9,0.9,56.72,56722348,20730160360,56722348,54064360,167326112
eca_resnet33ts.ra2_in1k,288,256,1.0,0.9,19.68,19676302,5989352040,19676302,6001700328,109365280
eca_resnet33ts.ra2_in1k,256,256,0.9,0.9,19.68,19676302,4732598888,19676302,4742355560,86415008
eca_resnext26ts.ch_in1k,288,256,1.0,0.9,10.3,10297988,3043946600,10297988,3057756776,94945440
eca_resnext26ts.ch_in1k,256,256,0.9,0.9,10.3,10297988,2405525608,10297988,2416437352,75021984
ecaresnet101d.miil_in1k,288,224,0.95,0.875,44.57,44568563,13291285224,44568563,13406471912,126521296
ecaresnet101d.miil_in1k,224,224,0.875,0.875,44.57,44568563,8041327336,44568563,8110966504,76566480
ecaresnet101d_pruned.miil_in1k,288,224,0.95,0.875,24.88,24876040,5719956049,24876040,5771284099,52112193
ecaresnet101d_pruned.miil_in1k,224,224,0.875,0.875,24.88,24876040,3461081009,24876040,3491301475,31538273
ecaresnet269d.ra2_in1k,352,320,1.0,0.95,102.09,102093077,50051037928,102093077,50459420392,464873424
ecaresnet269d.ra2_in1k,320,320,0.95,0.95,102.09,102093077,41364970216,102093077,41702432488,384222672
ecaresnet26t.ra2_in1k,320,256,0.95,0.875,16.01,16011916,5202612952,16011916,5271599592,70935504
ecaresnet26t.ra2_in1k,256,256,0.875,0.875,16.01,16011916,3330437848,16011916,3374578152,45407184
ecaresnet50d.miil_in1k,288,224,0.95,0.875,25.58,25576350,7154617064,25576350,7236014824,87005136
ecaresnet50d.miil_in1k,224,224,0.875,0.875,25.58,25576350,4328966888,25576350,4378186472,52647888
ecaresnet50d_pruned.miil_in1k,288,224,0.95,0.875,19.94,19939713,4164183209,19939713,4207177821,43810295
ecaresnet50d_pruned.miil_in1k,224,224,0.875,0.875,19.94,19939713,2519917801,19939713,2545110813,26514967
ecaresnet50t.a1_in1k,288,224,1.0,0.95,25.57,25573814,7102362328,25573814,7183096552,86507472
ecaresnet50t.a1_in1k,224,224,0.95,0.95,25.57,25573814,4297355992,25573814,4346174184,52346832
ecaresnet50t.a2_in1k,288,224,1.0,0.95,25.57,25573814,7102362328,25573814,7183096552,86507472
ecaresnet50t.a2_in1k,224,224,0.95,0.95,25.57,25573814,4297355992,25573814,4346174184,52346832
ecaresnet50t.a3_in1k,224,160,0.95,0.95,25.57,25573814,4297355992,25573814,4346174184,52346832
ecaresnet50t.a3_in1k,160,160,0.95,0.95,25.57,25573814,2193601240,25573814,2218482408,26726352
ecaresnet50t.ra2_in1k,320,256,0.95,0.875,25.57,25573814,8767834840,25573814,8867519208,106790352
ecaresnet50t.ra2_in1k,256,256,0.875,0.875,25.57,25573814,5612202712,25573814,5675981544,68359632
ecaresnetlight.miil_in1k,288,224,0.95,0.875,30.16,30162046,6758500968,30162046,6816665320,60800976
ecaresnetlight.miil_in1k,224,224,0.875,0.875,30.16,30162046,4089350760,30162046,4124511976,36798416
edgenext_base.in21k_ft_in1k,320,256,1.0,0.95,18.51,18511292,369250736,18511292,6010346200,90489488
edgenext_base.in21k_ft_in1k,256,256,0.95,0.95,18.51,18511292,242567456,18511292,3846832168,57936056
edgenext_base.usi_in1k,320,256,1.0,0.95,18.51,18511292,369250736,18511292,6010346200,90489488
edgenext_base.usi_in1k,256,256,0.95,0.95,18.51,18511292,242567456,18511292,3846832168,57936056
edgenext_small.usi_in1k,320,256,1.0,0.95,5.59,5586832,153200552,5586832,1982101000,52768632
edgenext_small.usi_in1k,256,256,0.95,0.95,5.59,5586832,99911624,5586832,1268654440,33779496
edgenext_small_rw.sw_in1k,320,256,1.0,0.9,7.83,7826512,146002456,7826512,2471108200,55713080
edgenext_small_rw.sw_in1k,256,256,0.9,0.9,7.83,7826512,96198040,7826512,1581647848,35667128
edgenext_x_small.in1k,288,256,1.0,0.9,2.34,2336804,66474516,2336804,686285032,27954956
edgenext_x_small.in1k,256,256,0.9,0.9,2.34,2336804,52972164,2336804,542290408,22091452
edgenext_xx_small.in1k,288,256,1.0,0.9,1.33,1327216,40638652,1327216,331846180,15480694
edgenext_xx_small.in1k,256,256,0.9,0.9,1.33,1327216,32361624,1327216,262234920,12234544
efficientformer_l1.snap_dist_in1k,224,224,0.95,0.95,12.29,12289928,1161381376,12289928,1314627984,28569272
efficientformer_l3.snap_dist_in1k,224,224,0.95,0.95,31.41,31406000,3250882320,31406000,3949965008,60929720
efficientformer_l7.snap_dist_in1k,224,224,0.95,0.95,82.23,82229328,7549479920,82229328,10207110608,124114104
efficientformerv2_l.snap_dist_in1k,224,224,0.95,0.95,26.32,26322288,2527219168,26322288,2551601808,97956344
efficientformerv2_s0.snap_dist_in1k,224,224,0.95,0.95,3.6,3600256,382402416,3600256,389537872,26986888
efficientformerv2_s1.snap_dist_in1k,224,224,0.95,0.95,6.19,6185560,640838208,6185560,650632960,40614424
efficientformerv2_s2.snap_dist_in1k,224,224,0.95,0.95,12.71,12710112,1227303888,12710112,1242877744,61599032
efficientnet_b0.ra_in1k,224,224,0.875,0.875,5.29,5288548,385825092,5288548,392108448,32764360
efficientnet_b0.ra4_e3600_r224_in1k,256,224,1.0,0.9,5.29,5288548,503347812,5288548,511554528,42786760
efficientnet_b0.ra4_e3600_r224_in1k,224,224,0.9,0.9,5.29,5288548,385825092,5288548,392108448,32764360
efficientnet_b1.ft_in1k,256,224,1.0,0.875,7.79,7794184,743318840,7794184,754442104,60540272
efficientnet_b1.ft_in1k,224,224,0.875,0.875,7.79,7794184,569666840,7794184,578183224,46359152
efficientnet_b1.ra4_e3600_r240_in1k,288,240,1.0,0.9,7.79,7794184,940124440,7794184,954202168,76612208
efficientnet_b1.ra4_e3600_r240_in1k,240,240,0.9,0.9,7.79,7794184,686817992,7794184,696748376,53956368
efficientnet_b1_pruned.in1k,240,240,0.882,0.882,6.33,6331916,391218805,6331916,378440505,31169790
efficientnet_b2.ra_in1k,288,256,1.0,0.875,9.11,9109994,1087545866,9109994,1102327372,80344980
efficientnet_b2.ra_in1k,256,256,0.875,0.875,9.11,9109994,859870170,9109994,871549516,63490228
efficientnet_b2_pruned.in1k,260,260,0.89,0.89,8.31,8309737,715762735,8309737,701344627,45777674
efficientnet_b3.ra2_in1k,320,288,1.0,0.875,12.23,12233232,1961197528,12233232,1985254344,131534768
efficientnet_b3.ra2_in1k,288,288,0.875,0.875,12.23,12233232,1589219176,12233232,1608705352,106552048
efficientnet_b3_pruned.in1k,300,300,0.904,0.904,9.86,9855020,1020271895,9855020,997464045,60490898
efficientnet_b4.ra2_in1k,384,320,1.0,0.875,19.34,19341616,4409579192,19341616,4455254864,249330608
efficientnet_b4.ra2_in1k,320,320,0.875,0.875,19.34,19341616,3063717048,19341616,3095436624,173166256
efficientnet_b5.sw_in12k_ft_in1k,448,448,1.0,1.0,30.39,30389784,9404415400,30389784,9489107848,470219088
efficientnet_el.ra_in1k,300,300,0.904,0.904,10.59,10589712,7936083848,10589712,7991114312,168712480
efficientnet_el_pruned.in1k,300,300,0.904,0.904,10.59,10589712,7936083848,10589712,7991114312,168712480
efficientnet_em.ra2_in1k,240,240,0.882,0.882,6.9,6899496,3013322088,6899496,3039006056,78885040
efficientnet_es.ra_in1k,224,224,0.875,0.875,5.44,5438392,1788732008,5438392,1804549992,47368848
efficientnet_es_pruned.in1k,224,224,0.875,0.875,5.44,5438392,1788732008,5438392,1804549992,47368848
efficientnet_lite0.ra_in1k,224,224,0.875,0.875,4.65,4652008,385188552,4652008,391471528,32745680
efficientnetv2_rw_m.agc_in1k,416,320,1.0,1.0,53.24,53236442,21332375850,53236442,21400296500,428032692
efficientnetv2_rw_m.agc_in1k,320,320,1.0,1.0,53.24,53236442,12627489306,53236442,12667680236,253335180
efficientnetv2_rw_s.ra2_in1k,384,288,1.0,1.0,23.94,23941296,8640319704,23941296,8672844488,205143472
efficientnetv2_rw_s.ra2_in1k,288,288,1.0,1.0,23.94,23941296,4862738904,23941296,4881034760,115428448
efficientnetv2_rw_t.ra2_in1k,288,224,1.0,1.0,13.65,13649388,3159981284,13649388,3174647952,89386200
efficientnetv2_rw_t.ra2_in1k,224,224,1.0,1.0,13.65,13649388,1912908004,13649388,1921780880,54096600
efficientvit_b0.r224_in1k,224,224,0.95,0.95,3.41,3410008,98172376,3410008,102468328,15039904
efficientvit_b1.r224_in1k,224,224,0.95,0.95,9.1,9102024,512082120,9102024,522077224,36593312
efficientvit_b1.r256_in1k,256,256,1.0,1.0,9.1,9102024,667594440,9102024,680653864,47790752
efficientvit_b1.r288_in1k,288,288,1.0,1.0,9.1,9102024,843841736,9102024,860374056,60481184
efficientvit_b2.r224_in1k,224,224,0.95,0.95,24.33,24330712,1552870552,24330712,1572824040,72349856
efficientvit_b2.r256_in1k,256,256,1.0,1.0,24.33,24330712,2025639832,24330712,2051710440,94491296
efficientvit_b2.r288_in1k,288,288,1.0,1.0,24.33,24330712,2561445016,24330712,2594448360,119584928
efficientvit_b3.r224_in1k,224,224,0.95,0.95,48.65,48646056,3889299624,48646056,3925074920,131030688
efficientvit_b3.r256_in1k,256,256,1.0,1.0,48.65,48646056,5077295784,48646056,5124038120,171135648
efficientvit_b3.r288_in1k,288,288,1.0,1.0,48.65,48646056,6423691432,48646056,6482863080,216587936
efficientvit_l1.r224_in1k,224,224,1.0,1.0,52.65,52654088,5246373032,52654088,5272636648,82013600
efficientvit_l2.r224_in1k,224,224,1.0,1.0,63.71,63707016,6932544552,63707016,6965223656,100980128
efficientvit_l2.r256_in1k,256,256,1.0,1.0,63.71,63707016,9050749992,63707016,9093443816,131884448
efficientvit_l2.r288_in1k,288,288,1.0,1.0,63.71,63707016,11451382824,63707016,11505426664,166909344
efficientvit_l2.r384_in1k,384,384,1.0,1.0,63.71,63707016,20347845672,63707016,20443951336,296707488
efficientvit_l3.r224_in1k,224,224,1.0,1.0,246.04,246037288,27551888488,246037288,27617246696,201805728
efficientvit_l3.r256_in1k,256,256,1.0,1.0,246.04,246037288,35972117608,246037288,36057505256,263568288
efficientvit_l3.r320_in1k,320,320,1.0,1.0,246.04,246037288,56180667496,246037288,56314125800,411798432
efficientvit_l3.r384_in1k,384,384,1.0,1.0,246.04,246037288,80880006248,246037288,81072217576,592968608
efficientvit_m0.r224_in1k,224,224,0.875,0.875,2.35,2349436,76878232,2349436,79483176,3551416
efficientvit_m1.r224_in1k,224,224,0.875,0.875,2.98,2980560,164445592,2980560,168584632,5454840
efficientvit_m2.r224_in1k,224,224,0.875,0.875,4.19,4187554,197885928,4187554,202358280,5959544
efficientvit_m3.r224_in1k,224,224,0.875,0.875,6.9,6900722,259194904,6900722,264080728,6596792
efficientvit_m4.r224_in1k,224,224,0.875,0.875,8.8,8804228,295644488,8804228,300726504,6902840
efficientvit_m5.r224_in1k,224,224,0.875,0.875,12.47,12473772,516480008,12473772,523815608,9927240
ese_vovnet19b_dw.ra_in1k,288,224,0.95,0.875,6.54,6543080,2202391176,6543080,2225262984,64103008
ese_vovnet19b_dw.ra_in1k,224,224,0.875,0.875,6.54,6543080,1333493384,6543080,1347329416,38783584
ese_vovnet39b.ra_in1k,288,224,0.95,0.875,24.57,24568936,11692125672,24568936,11719030632,73304608
ese_vovnet39b.ra_in1k,224,224,0.875,0.875,24.57,24568936,7074196968,24568936,7090472808,44349984
eva_giant_patch14_224.clip_ft_in1k,224,224,0.9,0.9,1         012.56,1012555112,985658088,1012555112,198671333352,428142032
eva_giant_patch14_336.clip_ft_in1k,336,336,1.0,1.0,1         013.01,1013005672,1251037928,1013005672,446043477992,961236432
eva_giant_patch14_336.m30m_ft_in22k_in1k,336,336,1.0,1.0,1        013.01,1013005672,1251037928,1013005672,446043477992,961236432
eva_giant_patch14_560.m30m_ft_in22k_in1k,560,560,1.0,1.0,1        014.45,1014447464,2100253416,1014447464,1237634340840,2667138512
eva_large_patch14_196.in22k_ft_in1k,196,196,1.0,1.0,304.14,304142312,421551080,304142312,41780485480,166224848
eva_large_patch14_196.in22k_ft_in22k_in1k,196,196,1.0,1.0,304.14,304142312,421551080,304142312,41780485480,166224848
eva_large_patch14_336.in22k_ft_in1k,336,336,1.0,1.0,304.53,304531432,650742760,304531432,133232732520,486859728
eva_large_patch14_336.in22k_ft_in22k_in1k,336,336,1.0,1.0,304.53,304531432,650742760,304531432,133232732520,486859728
eva02_base_patch14_448.mim_in22k_ft_in1k,448,448,1.0,1.0,87.12,87117544,549085672,87117544,87635356648,271585232
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,448,448,1.0,1.0,87.12,87117544,549085672,87117544,87635356648,271585232
eva02_large_patch14_448.mim_in22k_ft_in1k,448,448,1.0,1.0,305.08,305080232,921037736,305080232,310410126264,718894976
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,448,448,1.0,1.0,305.08,305080232,921037736,305080232,310410126264,718894976
eva02_large_patch14_448.mim_m38m_ft_in1k,448,448,1.0,1.0,305.08,305080232,921037736,305080232,310410126264,718894976
eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,448,448,1.0,1.0,305.08,305080232,921037736,305080232,310410126264,718894976
eva02_small_patch14_336.mim_in22k_ft_in1k,336,336,1.0,1.0,22.13,22129000,146640616,22129000,9346118632,68466128
eva02_tiny_patch14_336.mim_in22k_ft_in1k,336,336,1.0,1.0,5.76,5756584,69339496,5756584,2375842792,34234064
fastvit_ma36.apple_dist_in1k,256,256,0.95,0.95,44.07,44068004,7259154300,44068004,7876802956,221187332
fastvit_ma36.apple_in1k,256,256,0.95,0.95,44.07,44068004,7259154300,44068004,7876802956,221187332
fastvit_s12.apple_dist_in1k,256,256,0.9,0.9,9.47,9473576,1806622120,9473576,1826400424,81307744
fastvit_s12.apple_in1k,256,256,0.9,0.9,9.47,9473576,1806622120,9473576,1826400424,81307744
fastvit_sa12.apple_dist_in1k,256,256,0.9,0.9,11.58,11580968,1809701288,11580968,1961535656,80619616
fastvit_sa12.apple_in1k,256,256,0.9,0.9,11.58,11580968,1809701288,11580968,1961535656,80619616
fastvit_sa24.apple_dist_in1k,256,256,0.9,0.9,21.55,21554216,3501458344,21554216,3800279208,133441632
fastvit_sa24.apple_in1k,256,256,0.9,0.9,21.55,21554216,3501458344,21554216,3800279208,133441632
fastvit_sa36.apple_dist_in1k,256,256,0.9,0.9,31.53,31527464,5193215400,31527464,5639022760,186263648
fastvit_sa36.apple_in1k,256,256,0.9,0.9,31.53,31527464,5193215400,31527464,5639022760,186263648
fastvit_t12.apple_dist_in1k,256,256,0.9,0.9,7.55,7553704,1402723752,7553704,1420011688,77572192
fastvit_t12.apple_in1k,256,256,0.9,0.9,7.55,7553704,1402723752,7553704,1420011688,77572192
fastvit_t8.apple_dist_in1k,256,256,0.9,0.9,4.03,4026232,693502264,4026232,705486712,54247984
fastvit_t8.apple_in1k,256,256,0.9,0.9,4.03,4026232,693502264,4026232,705486712,54247984
fbnetc_100.rmsp_in1k,224,224,0.875,0.875,5.57,5572200,384961160,5572200,396743112,31752112
fbnetv3_b.ra2_in1k,256,224,0.95,0.95,8.6,8598464,530641776,8598464,528828808,46294432
fbnetv3_b.ra2_in1k,224,224,0.95,0.95,8.6,8598464,407518416,8598464,405665128,35451592
fbnetv3_d.ra2_in1k,256,224,0.95,0.95,10.31,10306272,653874128,10306272,652073448,56162944
fbnetv3_d.ra2_in1k,224,224,0.95,0.95,10.31,10306272,501983168,10306272,500139288,43008304
fbnetv3_g.ra2_in1k,288,240,0.95,0.95,16.62,16623888,1722812112,16623888,1721107048,107884904
fbnetv3_g.ra2_in1k,240,240,0.95,0.95,16.62,16623888,1253603376,16623888,1251839560,76068848
flexivit_base.1200ep_in1k,240,240,0.95,0.95,86.59,86589160,218708200,86589160,13912760104,72205520
flexivit_base.300ep_in1k,240,240,0.95,0.95,86.59,86589160,218708200,86589160,13912760104,72205520
flexivit_base.600ep_in1k,240,240,0.95,0.95,86.59,86589160,218708200,86589160,13912760104,72205520
flexivit_large.1200ep_in1k,240,240,0.95,0.95,304.36,304355304,480514024,304355304,48297211368,190694352
flexivit_large.300ep_in1k,240,240,0.95,0.95,304.36,304355304,480514024,304355304,48297211368,190694352
flexivit_large.600ep_in1k,240,240,0.95,0.95,304.36,304355304,480514024,304355304,48297211368,190694352
flexivit_small.1200ep_in1k,240,240,0.95,0.95,22.06,22061416,88120936,22061416,3757175176,36103760
flexivit_small.300ep_in1k,240,240,0.95,0.95,22.06,22061416,88120936,22061416,3757175176,36103760
flexivit_small.600ep_in1k,240,240,0.95,0.95,22.06,22061416,88120936,22061416,3757175176,36103760
focalnet_base_lrf.ms_in1k,224,224,0.9,0.9,88.75,88749768,15425578512,88749768,15469201680,140458440
focalnet_base_srf.ms_in1k,224,224,0.9,0.9,88.15,88148144,15270021446,88148144,15307422790,131114238
focalnet_small_lrf.ms_in1k,224,224,0.9,0.9,50.34,50342440,8736860752,50342440,8769578128,105356296
focalnet_small_srf.ms_in1k,224,224,0.9,0.9,49.89,49891216,8620190086,49891216,8648241094,98345278
focalnet_tiny_lrf.ms_in1k,224,224,0.9,0.9,28.65,28647928,4488330640,28647928,4508412880,65602888
focalnet_tiny_srf.ms_in1k,224,224,0.9,0.9,28.43,28427116,4416820726,28427116,4434042934,61303726
gc_efficientnetv2_rw_t.agc_in1k,288,224,1.0,1.0,13.68,13677713,3164294854,13677713,3178965252,89420490
gc_efficientnetv2_rw_t.agc_in1k,224,224,1.0,1.0,13.68,13677713,1915518342,13677713,1924392580,54128522
gcresnet33ts.ra2_in1k,288,256,1.0,0.9,19.88,19880698,5991154198,19880698,6003517876,109381886
gcresnet33ts.ra2_in1k,256,256,0.9,0.9,19.88,19880698,4734062712,19880698,4743831544,86428384
gcresnet50t.ra2_in1k,288,256,1.0,0.9,25.9,25897080,6818190267,25897080,6850644294,143579147
gcresnet50t.ra2_in1k,256,256,0.9,0.9,25.9,25897080,5387709168,25897080,5413351856,113449792
gcresnext26ts.ch_in1k,288,256,1.0,0.9,10.48,10476600,3045371906,10476600,3059195852,94960170
gcresnext26ts.ch_in1k,256,256,0.9,0.9,10.48,10476600,2406686904,10476600,2417609528,75033824
gcresnext50ts.ch_in1k,288,256,1.0,0.9,15.67,15667320,4704113595,15667320,4724167494,148887563
gcresnext50ts.ch_in1k,256,256,0.9,0.9,15.67,15667320,3717327600,15667320,3733172656,117644096
gcvit_base.in1k,224,224,0.875,0.875,90.32,90320836,1936910952,90320836,13891346568,153847808
gcvit_small.in1k,224,224,0.875,0.875,51.09,51092173,1103656120,51092173,7835878240,115386856
gcvit_tiny.in1k,224,224,0.875,0.875,28.22,28221974,508361768,28221974,4302722616,85255120
gcvit_xtiny.in1k,224,224,0.875,0.875,19.98,19981294,499590376,19981294,2703061560,59301584
gcvit_xxtiny.in1k,224,224,0.875,0.875,12,11995428,488572648,11995428,1952930360,44620400
gernet_l.idstcv_in1k,256,256,0.875,0.875,31.08,31078280,4557042664,31078280,4571509736,55039904
gernet_m.idstcv_in1k,224,224,0.875,0.875,21.14,21142920,3004509544,21142920,3013829736,36373024
gernet_s.idstcv_in1k,224,224,0.875,0.875,8.17,8173761,744138504,8173761,749025960,18509376
ghostnet_100.in1k,224,224,0.875,0.875,5.18,5182508,141177764,5182508,151840388,17928264
ghostnetv2_100.in1k,224,224,0.875,0.875,6.16,6156908,167115956,6156908,180109952,20610056
ghostnetv2_130.in1k,224,224,0.875,0.875,8.96,8960404,269410204,8960404,286627240,26700288
ghostnetv2_160.in1k,224,224,0.875,0.875,12.39,12392698,398714176,12392698,420088220,32725652
gmixer_24_224.ra3_in1k,224,224,0.875,0.875,24.72,24721096,82303816,24721096,5283957736,47159120
gmlp_s16_224.ra3_in1k,224,224,0.875,0.875,19.42,19422656,57811136,19422656,4431299560,54443216
halo2botnet50ts_256.a1h_in1k,256,256,0.95,0.95,22.64,22635360,4781589480,22635360,4794532840,116871072
halonet26t.a1h_in1k,256,256,0.95,0.95,12.48,12480288,3129033704,12480288,3148497896,75493280
halonet50ts.a1h_in1k,256,256,0.94,0.94,22.73,22733280,5108745192,22733280,5124572136,119003040
haloregnetz_b.ra3_in1k,224,224,0.94,0.94,11.68,11680072,1864728768,11680072,1873807728,63754128
hardcorenas_a.miil_green_in1k,224,224,0.875,0.875,5.26,5260232,224235240,5260232,227578736,21674128
hardcorenas_b.miil_green_in1k,224,224,0.875,0.875,5.18,5176544,251837440,5176544,256083320,25499328
hardcorenas_c.miil_green_in1k,224,224,0.875,0.875,5.52,5521224,270064976,5521224,273784488,25034464
hardcorenas_d.miil_green_in1k,224,224,0.875,0.875,7.5,7500208,287798584,7500208,291269024,24566576
hardcorenas_e.miil_green_in1k,224,224,0.875,0.875,8.07,8070992,338701600,8070992,343238600,28005376
hardcorenas_f.miil_green_in1k,224,224,0.875,0.875,8.2,8199688,341918000,8199688,345828008,27535904
hgnet_base.ssld_in1k,288,224,1.0,0.965,71.58,71578184,41500104808,71578184,41612192424,154462520
hgnet_base.ssld_in1k,224,224,0.965,0.965,71.58,71578184,25109618792,71578184,25177408168,93452600
hgnet_small.paddle_in1k,288,224,1.0,0.965,24.36,24360872,14060902888,24360872,14125893352,89960184
hgnet_small.paddle_in1k,224,224,0.965,0.965,24.36,24360872,8508635624,24360872,8547944168,54429432
hgnet_small.ssld_in1k,288,224,1.0,0.965,24.36,24360872,14060902888,24360872,14125893352,89960184
hgnet_small.ssld_in1k,224,224,0.965,0.965,24.36,24360872,8508635624,24360872,8547944168,54429432
hgnet_tiny.paddle_in1k,288,224,1.0,0.965,14.74,14735864,7485868872,14735864,7533177480,66619320
hgnet_tiny.paddle_in1k,224,224,0.965,0.965,14.74,14735864,4530465608,14735864,4559080072,40308664
hgnet_tiny.ssld_in1k,288,224,1.0,0.965,14.74,14735864,7485868872,14735864,7533177480,66619320
hgnet_tiny.ssld_in1k,224,224,0.965,0.965,14.74,14735864,4530465608,14735864,4559080072,40308664
hgnetv2_b0.ssld_stage1_in22k_in1k,288,224,1.0,0.965,6,5996550,528478583,5996550,542600840,22423608
hgnetv2_b0.ssld_stage1_in22k_in1k,224,224,0.965,0.965,6,5996550,321339767,5996550,329881224,13572152
hgnetv2_b0.ssld_stage2_ft_in1k,288,224,1.0,0.965,6,5996550,528478583,5996550,542600840,22423608
hgnetv2_b0.ssld_stage2_ft_in1k,224,224,0.965,0.965,6,5996550,321339767,5996550,329881224,13572152
hgnetv2_b1.ssld_stage1_in22k_in1k,288,224,1.0,0.965,6.34,6343158,806296143,6343158,824620248,27861624
hgnetv2_b1.ssld_stage1_in22k_in1k,224,224,0.965,0.965,6.34,6343158,489402959,6343158,500486360,16861816
hgnetv2_b1.ssld_stage2_ft_in1k,288,224,1.0,0.965,6.34,6343158,806296143,6343158,824620248,27861624
hgnetv2_b1.ssld_stage2_ft_in1k,224,224,0.965,0.965,6.34,6343158,489402959,6343158,500486360,16861816
hgnetv2_b2.ssld_stage1_in22k_in1k,288,224,1.0,0.965,11.22,11221356,1877329754,11221356,1903987480,42528696
hgnetv2_b2.ssld_stage1_in22k_in1k,224,224,0.965,0.965,11.22,11221356,1137731418,11221356,1153851160,25735096
